HCHO_reading,Location,Date
6.523994226828871e-05,"Deniyaya, Matara",2019-02-13
7.028907023016075e-05,"Deniyaya, Matara",2019-02-14
7.533819819203278e-05,"Deniyaya, Matara",2019-02-15
8.038732615390482e-05,"Deniyaya, Matara",2019-02-16
0.0001293821304845,"Deniyaya, Matara",2019-02-18
0.0001168615135118,"Deniyaya, Matara",2019-02-19
8.337509543093406e-05,"Deniyaya, Matara",2019-02-20
2.514510513135289e-05,"Deniyaya, Matara",2019-02-21
0.0001425070075459,"Deniyaya, Matara",2019-02-22
0.0001366694245436,"Deniyaya, Matara",2019-02-23
0.0001627625602433,"Deniyaya, Matara",2019-02-24
0.0001543677869547,"Deniyaya, Matara",2019-02-25
0.00015837624940853333,"Deniyaya, Matara",2019-02-26
0.00016238471186236667,"Deniyaya, Matara",2019-02-27
0.0001663931743162,"Deniyaya, Matara",2019-02-28
0.00020390025829080587,"Deniyaya, Matara",2019-03-05
9.971738595225878e-05,"Deniyaya, Matara",2019-03-06
0.0001356645928779,"Deniyaya, Matara",2019-03-07
9.87355639618488e-05,"Deniyaya, Matara",2019-03-08
7.760127652979272e-05,"Deniyaya, Matara",2019-03-09
5.6466989097736635e-05,"Deniyaya, Matara",2019-03-10
0.0001590144307147,"Deniyaya, Matara",2019-03-11
0.0001171489486397,"Deniyaya, Matara",2019-03-12
0.0001924904426754,"Deniyaya, Matara",2019-03-13
0.0001973485736028,"Deniyaya, Matara",2019-03-15
5.13548232774661e-05,"Deniyaya, Matara",2019-03-16
4.7964975845368626e-05,"Deniyaya, Matara",2019-03-17
4.457512841327116e-05,"Deniyaya, Matara",2019-03-18
8.954724124801195e-05,"Deniyaya, Matara",2019-03-20
9.882714528895598e-05,"Deniyaya, Matara",2019-03-21
0.0001081070493299,"Deniyaya, Matara",2019-03-22
0.0001883458499592,"Deniyaya, Matara",2019-03-23
0.000171727504349,"Deniyaya, Matara",2019-03-24
0.0001650504145461,"Deniyaya, Matara",2019-03-26
0.0001789494366016,"Deniyaya, Matara",2019-03-27
0.0001818030703527,"Deniyaya, Matara",2019-03-28
4.044847087752865e-05,"Deniyaya, Matara",2019-03-29
6.184223993798576e-05,"Deniyaya, Matara",2019-03-30
8.323600899844287e-05,"Deniyaya, Matara",2019-03-31
0.0001046297780589,"Deniyaya, Matara",2019-04-01
8.128573946871756e-05,"Deniyaya, Matara",2019-04-02
6.149668792726311e-05,"Deniyaya, Matara",2019-04-03
9.296972991768896e-05,"Deniyaya, Matara",2019-04-04
0.00012944056792349448,"Deniyaya, Matara",2019-04-05
0.0001659114059293,"Deniyaya, Matara",2019-04-06
0.00015490087839664998,"Deniyaya, Matara",2019-04-07
0.000143890350864,"Deniyaya, Matara",2019-04-08
0.00010296085694172745,"Deniyaya, Matara",2019-04-09
6.20313630194549e-05,"Deniyaya, Matara",2019-04-10
8.426213025813922e-05,"Deniyaya, Matara",2019-04-11
0.0001655760267849,"Deniyaya, Matara",2019-04-12
0.0002243445980376,"Deniyaya, Matara",2019-04-13
0.00020101442767712002,"Deniyaya, Matara",2019-04-14
0.00017768425731664,"Deniyaya, Matara",2019-04-15
0.00015435408695616,"Deniyaya, Matara",2019-04-16
0.00013102391659568002,"Deniyaya, Matara",2019-04-17
0.0001076937462352,"Deniyaya, Matara",2019-04-18
0.0001099456045888,"Deniyaya, Matara",2019-04-19
0.0001121974629424,"Deniyaya, Matara",2019-04-20
0.000114449321296,"Deniyaya, Matara",2019-04-21
0.0001167011796496,"Deniyaya, Matara",2019-04-22
5.12579766773392e-05,"Deniyaya, Matara",2019-04-23
0.0001783669821192,"Deniyaya, Matara",2019-04-24
0.0001805627836243,"Deniyaya, Matara",2019-04-25
0.0001827585851294,"Deniyaya, Matara",2019-04-26
0.0001849543866345,"Deniyaya, Matara",2019-04-27
0.0001871501881396,"Deniyaya, Matara",2019-04-28
0.00017522935145113333,"Deniyaya, Matara",2019-04-29
0.00016330851476266669,"Deniyaya, Matara",2019-04-30
0.0001513876780742,"Deniyaya, Matara",2019-05-01
0.0001190389325680978,"Deniyaya, Matara",2019-05-02
8.669018706199557e-05,"Deniyaya, Matara",2019-05-03
5.434144155589335e-05,"Deniyaya, Matara",2019-05-04
7.521904743490836e-05,"Deniyaya, Matara",2019-05-05
6.477919130672735e-05,"Deniyaya, Matara",2019-05-06
8.903688521043591e-05,"Deniyaya, Matara",2019-05-07
0.0001266048084834,"Deniyaya, Matara",2019-05-08
0.0001186255669854,"Deniyaya, Matara",2019-05-09
8.904187787431491e-05,"Deniyaya, Matara",2019-05-10
2.949114473778149e-05,"Deniyaya, Matara",2019-05-11
4.16907598251222e-05,"Deniyaya, Matara",2019-05-12
6.963729241707653e-05,"Deniyaya, Matara",2019-05-13
9.758382500903084e-05,"Deniyaya, Matara",2019-05-14
0.0001890657581933,"Deniyaya, Matara",2019-05-15
0.0001197343556303,"Deniyaya, Matara",2019-05-16
0.0001049880638621,"Deniyaya, Matara",2019-05-17
0.00010078536097258264,"Deniyaya, Matara",2019-05-18
9.658265808306529e-05,"Deniyaya, Matara",2019-05-19
0.00016044737161608556,"Deniyaya, Matara",2019-05-23
8.360032868662833e-05,"Deniyaya, Matara",2019-05-24
5.2382561264022686e-05,"Deniyaya, Matara",2019-05-25
0.0001127015595865,"Deniyaya, Matara",2019-05-26
0.000110648214343,"Deniyaya, Matara",2019-05-27
0.0001113564054257,"Deniyaya, Matara",2019-05-28
0.0001178916030724,"Deniyaya, Matara",2019-05-29
0.00012442680071909998,"Deniyaya, Matara",2019-05-30
0.0001309619983658,"Deniyaya, Matara",2019-05-31
7.860539060937241e-05,"Deniyaya, Matara",2019-06-01
4.904053001525386e-05,"Deniyaya, Matara",2019-06-02
3.093927553111084e-05,"Deniyaya, Matara",2019-06-04
4.2402881641086374e-05,"Deniyaya, Matara",2019-06-05
5.3866487751061906e-05,"Deniyaya, Matara",2019-06-06
6.533009386103743e-05,"Deniyaya, Matara",2019-06-07
7.679369997101298e-05,"Deniyaya, Matara",2019-06-08
8.82573060809885e-05,"Deniyaya, Matara",2019-06-09
0.00017445548305484424,"Deniyaya, Matara",2019-06-10
0.0001820716361622,"Deniyaya, Matara",2019-06-12
0.0001034896122957,"Deniyaya, Matara",2019-06-13
0.00010071912257570415,"Deniyaya, Matara",2019-06-14
9.794863285570833e-05,"Deniyaya, Matara",2019-06-15
0.0001217725225117,"Deniyaya, Matara",2019-06-16
0.00010039576001724868,"Deniyaya, Matara",2019-06-17
7.901899752279736e-05,"Deniyaya, Matara",2019-06-18
5.764223502834604e-05,"Deniyaya, Matara",2019-06-19
3.626547253389472e-05,"Deniyaya, Matara",2019-06-20
3.5145825486549006e-05,"Deniyaya, Matara",2019-06-21
3.402617843920329e-05,"Deniyaya, Matara",2019-06-22
3.290653139185757e-05,"Deniyaya, Matara",2019-06-23
3.1786884344511856e-05,"Deniyaya, Matara",2019-06-24
3.066723729716614e-05,"Deniyaya, Matara",2019-06-25
5.938476593081347e-05,"Deniyaya, Matara",2019-06-26
0.0001501880620112,"Deniyaya, Matara",2019-06-27
8.076289701838124e-05,"Deniyaya, Matara",2019-06-30
0.0001565128040965,"Deniyaya, Matara",2019-07-01
7.822883224906507e-05,"Deniyaya, Matara",2019-07-02
7.157015848583114e-05,"Deniyaya, Matara",2019-07-03
6.491148472259721e-05,"Deniyaya, Matara",2019-07-04
0.0001015658193247,"Deniyaya, Matara",2019-07-05
0.0001854224783202,"Deniyaya, Matara",2019-07-06
9.519535246307652e-05,"Deniyaya, Matara",2019-07-07
0.000122118023414,"Deniyaya, Matara",2019-07-08
7.864342334531539e-05,"Deniyaya, Matara",2019-07-09
3.5168823276630766e-05,"Deniyaya, Matara",2019-07-10
9.399985364620808e-05,"Deniyaya, Matara",2019-07-11
9.815205823701609e-05,"Deniyaya, Matara",2019-07-12
0.000155182766871,"Deniyaya, Matara",2019-07-13
3.06090383772373e-05,"Deniyaya, Matara",2019-07-14
3.490719047433514e-05,"Deniyaya, Matara",2019-07-15
3.9205342571432974e-05,"Deniyaya, Matara",2019-07-16
3.753750745701944e-05,"Deniyaya, Matara",2019-07-17
3.586967234260591e-05,"Deniyaya, Matara",2019-07-18
3.420183722819237e-05,"Deniyaya, Matara",2019-07-19
3.253400211377884e-05,"Deniyaya, Matara",2019-07-20
3.086616699936531e-05,"Deniyaya, Matara",2019-07-21
2.919833188495178e-05,"Deniyaya, Matara",2019-07-22
2.7530496770538245e-05,"Deniyaya, Matara",2019-07-23
7.516783758843777e-05,"Deniyaya, Matara",2019-07-28
0.0001339288013077,"Deniyaya, Matara",2019-07-29
8.543182157067717e-05,"Deniyaya, Matara",2019-07-30
3.6934841833654336e-05,"Deniyaya, Matara",2019-07-31
6.79387627216613e-05,"Deniyaya, Matara",2019-08-01
8.532506020118066e-05,"Deniyaya, Matara",2019-08-02
0.0001027113576807,"Deniyaya, Matara",2019-08-03
7.763261304247379e-05,"Deniyaya, Matara",2019-08-04
5.245533362906521e-05,"Deniyaya, Matara",2019-08-05
5.2167058675168054e-05,"Deniyaya, Matara",2019-08-06
5.18787837212709e-05,"Deniyaya, Matara",2019-08-07
5.1590508767373736e-05,"Deniyaya, Matara",2019-08-08
5.130223381347658e-05,"Deniyaya, Matara",2019-08-09
5.1013958859579424e-05,"Deniyaya, Matara",2019-08-10
5.072568390568227e-05,"Deniyaya, Matara",2019-08-11
5.0437408951785106e-05,"Deniyaya, Matara",2019-08-12
5.014913399788795e-05,"Deniyaya, Matara",2019-08-13
4.9860859043990795e-05,"Deniyaya, Matara",2019-08-14
4.957258409009364e-05,"Deniyaya, Matara",2019-08-15
4.928430913619648e-05,"Deniyaya, Matara",2019-08-16
4.899603418229932e-05,"Deniyaya, Matara",2019-08-17
4.8707759228402166e-05,"Deniyaya, Matara",2019-08-18
0.00021857054968252735,"Deniyaya, Matara",2019-08-21
0.00019974701875135473,"Deniyaya, Matara",2019-08-22
0.00018092348782018208,"Deniyaya, Matara",2019-08-23
0.00016209995688900946,"Deniyaya, Matara",2019-08-24
0.0001432764259578368,"Deniyaya, Matara",2019-08-25
0.00012445289502666416,"Deniyaya, Matara",2019-08-26
0.00010562936409549154,"Deniyaya, Matara",2019-08-27
8.680583316431889e-05,"Deniyaya, Matara",2019-08-28
6.798230223314625e-05,"Deniyaya, Matara",2019-08-29
0.0001003325498068,"Deniyaya, Matara",2019-08-30
8.82613782738217e-05,"Deniyaya, Matara",2019-08-31
7.619020674084341e-05,"Deniyaya, Matara",2019-09-01
6.411903520786512e-05,"Deniyaya, Matara",2019-09-02
9.78157384524139e-05,"Deniyaya, Matara",2019-09-03
9.791662909121674e-05,"Deniyaya, Matara",2019-09-04
9.161419228991569e-05,"Deniyaya, Matara",2019-09-05
8.531175548861462e-05,"Deniyaya, Matara",2019-09-06
7.900931868731356e-05,"Deniyaya, Matara",2019-09-07
6.113710578248583e-05,"Deniyaya, Matara",2019-09-08
4.326489287765812e-05,"Deniyaya, Matara",2019-09-09
4.263753551153884e-05,"Deniyaya, Matara",2019-09-10
6.491930822965615e-05,"Deniyaya, Matara",2019-09-11
8.720108094777346e-05,"Deniyaya, Matara",2019-09-12
7.855770871679348e-05,"Deniyaya, Matara",2019-09-13
7.222395509287817e-05,"Deniyaya, Matara",2019-09-14
6.589020146896289e-05,"Deniyaya, Matara",2019-09-15
5.955644784504758e-05,"Deniyaya, Matara",2019-09-16
5.322269422113229e-05,"Deniyaya, Matara",2019-09-17
4.688894059721699e-05,"Deniyaya, Matara",2019-09-18
4.055518697330169e-05,"Deniyaya, Matara",2019-09-19
3.4221433349386394e-05,"Deniyaya, Matara",2019-09-20
2.78876797254711e-05,"Deniyaya, Matara",2019-09-21
3.48020009435287e-05,"Deniyaya, Matara",2019-09-22
4.171632216158629e-05,"Deniyaya, Matara",2019-09-23
4.8630643379643886e-05,"Deniyaya, Matara",2019-09-24
5.554496459770149e-05,"Deniyaya, Matara",2019-09-25
6.245928581575909e-05,"Deniyaya, Matara",2019-09-26
6.937360703381667e-05,"Deniyaya, Matara",2019-09-27
7.628792825187427e-05,"Deniyaya, Matara",2019-09-28
8.320224946993188e-05,"Deniyaya, Matara",2019-09-29
0.000117836499168,"Deniyaya, Matara",2019-10-01
9.519175319774727e-05,"Deniyaya, Matara",2019-10-02
7.254700722749454e-05,"Deniyaya, Matara",2019-10-03
4.990226125724183e-05,"Deniyaya, Matara",2019-10-04
2.7257515286989103e-05,"Deniyaya, Matara",2019-10-05
2.500507791471918e-05,"Deniyaya, Matara",2019-10-08
3.5201232213710585e-05,"Deniyaya, Matara",2019-10-09
4.5397386512701984e-05,"Deniyaya, Matara",2019-10-10
5.559354081169338e-05,"Deniyaya, Matara",2019-10-11
6.57896951106848e-05,"Deniyaya, Matara",2019-10-12
7.59858494096762e-05,"Deniyaya, Matara",2019-10-13
8.948064218702593e-05,"Deniyaya, Matara",2019-10-15
0.00016059300121391295,"Deniyaya, Matara",2019-10-16
0.0002317053602408,"Deniyaya, Matara",2019-10-17
0.00023151868069851427,"Deniyaya, Matara",2019-10-18
0.00023133200115622857,"Deniyaya, Matara",2019-10-19
0.00023114532161394284,"Deniyaya, Matara",2019-10-20
0.00023095864207165715,"Deniyaya, Matara",2019-10-21
0.00023077196252937142,"Deniyaya, Matara",2019-10-22
0.00023058528298708573,"Deniyaya, Matara",2019-10-23
0.0002303986034448,"Deniyaya, Matara",2019-10-24
0.00023021192390251428,"Deniyaya, Matara",2019-10-25
0.00023002524436022858,"Deniyaya, Matara",2019-10-26
0.00022983856481794285,"Deniyaya, Matara",2019-10-27
0.00022965188527565716,"Deniyaya, Matara",2019-10-28
0.00022946520573337143,"Deniyaya, Matara",2019-10-29
0.00022927852619108574,"Deniyaya, Matara",2019-10-30
0.0002290918466488,"Deniyaya, Matara",2019-10-31
0.00022694279916501668,"Deniyaya, Matara",2019-11-01
0.00022479375168123333,"Deniyaya, Matara",2019-11-02
0.00022264470419745,"Deniyaya, Matara",2019-11-03
0.00022049565671366668,"Deniyaya, Matara",2019-11-04
0.00021834660922988332,"Deniyaya, Matara",2019-11-05
0.0002161975617461,"Deniyaya, Matara",2019-11-06
0.0001877186378125,"Deniyaya, Matara",2019-11-07
7.553392172272982e-05,"Deniyaya, Matara",2019-11-08
0.00012484666344828656,"Deniyaya, Matara",2019-11-09
0.00017415940517384327,"Deniyaya, Matara",2019-11-10
0.0002234721468994,"Deniyaya, Matara",2019-11-11
0.00016817744875065002,"Deniyaya, Matara",2019-11-12
0.0001128827506019,"Deniyaya, Matara",2019-11-13
5.815962265760409e-05,"Deniyaya, Matara",2019-11-14
5.963791065061426e-05,"Deniyaya, Matara",2019-11-15
6.111619864362443e-05,"Deniyaya, Matara",2019-11-16
0.0001113500110585,"Deniyaya, Matara",2019-11-17
8.669282646079637e-05,"Deniyaya, Matara",2019-11-18
7.41843576022726e-05,"Deniyaya, Matara",2019-11-19
6.167588874374884e-05,"Deniyaya, Matara",2019-11-20
8.329670267707673e-05,"Deniyaya, Matara",2019-11-21
0.000158744442784,"Deniyaya, Matara",2019-11-22
0.00014316080116496616,"Deniyaya, Matara",2019-11-23
0.00012757715954593232,"Deniyaya, Matara",2019-11-24
0.00011199351792689845,"Deniyaya, Matara",2019-11-25
9.640987630786462e-05,"Deniyaya, Matara",2019-11-26
8.082623468883076e-05,"Deniyaya, Matara",2019-11-27
9.240816723506538e-05,"Deniyaya, Matara",2019-11-28
0.0001039900997813,"Deniyaya, Matara",2019-11-29
0.0001292816759283,"Deniyaya, Matara",2019-11-30
0.0001545732520753,"Deniyaya, Matara",2019-12-01
0.0002290982823012,"Deniyaya, Matara",2019-12-02
0.00018752154205353848,"Deniyaya, Matara",2019-12-03
0.00014594480180587697,"Deniyaya, Matara",2019-12-04
0.00010436806155821548,"Deniyaya, Matara",2019-12-05
6.279132131055396e-05,"Deniyaya, Matara",2019-12-06
5.626386785323099e-05,"Deniyaya, Matara",2019-12-07
4.973641439590802e-05,"Deniyaya, Matara",2019-12-08
4.3208960938585055e-05,"Deniyaya, Matara",2019-12-09
3.668150748126209e-05,"Deniyaya, Matara",2019-12-10
2.599538994972099e-05,"Deniyaya, Matara",2019-12-11
0.0001486373962426,"Deniyaya, Matara",2019-12-14
0.0001227165762943,"Deniyaya, Matara",2019-12-15
0.0001229212800705,"Deniyaya, Matara",2019-12-16
0.0001553283003607,"Deniyaya, Matara",2019-12-17
0.0001877353206509,"Deniyaya, Matara",2019-12-18
5.3307634495522295e-05,"Deniyaya, Matara",2019-12-19
4.534313636898189e-05,"Deniyaya, Matara",2019-12-20
3.737863824244148e-05,"Deniyaya, Matara",2019-12-21
5.988882711478185e-05,"Deniyaya, Matara",2019-12-22
8.239901598712222e-05,"Deniyaya, Matara",2019-12-23
0.0001175895423397,"Deniyaya, Matara",2019-12-24
6.322827935514696e-05,"Deniyaya, Matara",2019-12-25
2.5080770957698957e-05,"Deniyaya, Matara",2019-12-27
6.879782418539948e-05,"Deniyaya, Matara",2019-12-28
0.0001125148774131,"Deniyaya, Matara",2019-12-29
5.958212666452036e-05,"Deniyaya, Matara",2019-12-30
3.443339602476807e-05,"Deniyaya, Matara",2019-12-31
5.582477187917614e-05,"Deniyaya, Matara",2020-01-01
4.323339089751243e-05,"Deniyaya, Matara",2020-01-02
0.0001348303220805,"Deniyaya, Matara",2020-01-03
7.345198097368317e-05,"Deniyaya, Matara",2020-01-04
2.321362493548122e-05,"Deniyaya, Matara",2020-01-05
5.4160664857132805e-05,"Deniyaya, Matara",2020-01-06
8.050683431295243e-05,"Deniyaya, Matara",2020-01-07
4.716895767844027e-05,"Deniyaya, Matara",2020-01-08
0.0001577781896422,"Deniyaya, Matara",2020-01-09
0.0001793478869622,"Deniyaya, Matara",2020-01-10
9.41050512969195e-05,"Deniyaya, Matara",2020-01-11
0.00010469067553155976,"Deniyaya, Matara",2020-01-12
0.0001152762997662,"Deniyaya, Matara",2020-01-13
7.281056173186979e-05,"Deniyaya, Matara",2020-01-14
3.0344823697539575e-05,"Deniyaya, Matara",2020-01-15
8.404643656436157e-05,"Deniyaya, Matara",2020-01-17
0.00016103123566663078,"Deniyaya, Matara",2020-01-18
8.649788570140081e-05,"Deniyaya, Matara",2020-01-20
5.912812620378361e-05,"Deniyaya, Matara",2020-01-21
0.0001127059149439,"Deniyaya, Matara",2020-01-22
4.176835190634863e-05,"Deniyaya, Matara",2020-01-23
0.0001065585373179,"Deniyaya, Matara",2020-01-24
0.0001661374720926,"Deniyaya, Matara",2020-01-25
7.276855495625505e-05,"Deniyaya, Matara",2020-01-26
7.109500226976124e-05,"Deniyaya, Matara",2020-01-27
6.942144958326742e-05,"Deniyaya, Matara",2020-01-28
0.0001887968234636,"Deniyaya, Matara",2020-01-29
7.285972572016812e-05,"Deniyaya, Matara",2020-01-30
0.0001415127839008,"Deniyaya, Matara",2020-02-01
7.155292117745567e-05,"Deniyaya, Matara",2020-02-02
7.298583753976415e-05,"Deniyaya, Matara",2020-02-04
0.00014293740021083208,"Deniyaya, Matara",2020-02-05
0.0002128889628819,"Deniyaya, Matara",2020-02-06
9.207190091336028e-05,"Deniyaya, Matara",2020-02-07
0.00011378424303588015,"Deniyaya, Matara",2020-02-08
0.0001354965851584,"Deniyaya, Matara",2020-02-09
0.0001617020217739,"Deniyaya, Matara",2020-02-10
0.0001742292469876,"Deniyaya, Matara",2020-02-11
3.371115622175777e-05,"Deniyaya, Matara",2020-02-13
8.227836176937184e-05,"Deniyaya, Matara",2020-02-14
0.0001308455673169859,"Deniyaya, Matara",2020-02-15
0.0001794127728646,"Deniyaya, Matara",2020-02-16
0.0002209353604297,"Deniyaya, Matara",2020-02-17
6.674241804341922e-05,"Deniyaya, Matara",2020-02-18
0.0001222466447894,"Deniyaya, Matara",2020-02-19
8.883904957213684e-05,"Deniyaya, Matara",2020-02-20
0.00010640722574202456,"Deniyaya, Matara",2020-02-21
0.0001239754019119123,"Deniyaya, Matara",2020-02-22
0.0001415435780818,"Deniyaya, Matara",2020-02-23
6.469066327585497e-05,"Deniyaya, Matara",2020-02-24
2.3133790736772745e-05,"Deniyaya, Matara",2020-02-25
6.435616459262533e-05,"Deniyaya, Matara",2020-02-26
0.0001474108560456,"Deniyaya, Matara",2020-02-27
7.261802893327325e-05,"Deniyaya, Matara",2020-02-28
0.00012950370648898217,"Deniyaya, Matara",2020-02-29
0.0001863893840446911,"Deniyaya, Matara",2020-03-01
0.0001371470386965,"Deniyaya, Matara",2020-03-03
0.0001704841493296982,"Deniyaya, Matara",2020-03-06
9.590982845119733e-05,"Deniyaya, Matara",2020-03-07
8.151255612816e-05,"Deniyaya, Matara",2020-03-08
0.0002133951068221,"Deniyaya, Matara",2020-03-09
8.807318490189663e-05,"Deniyaya, Matara",2020-03-10
0.0001212261634002,"Deniyaya, Matara",2020-03-11
0.0001866045606144,"Deniyaya, Matara",2020-03-12
0.0002164612674754,"Deniyaya, Matara",2020-03-13
0.0001451271620085,"Deniyaya, Matara",2020-03-14
7.107494193457907e-05,"Deniyaya, Matara",2020-03-15
0.0001239170867124696,"Deniyaya, Matara",2020-03-17
6.550971145592522e-05,"Deniyaya, Matara",2020-03-19
4.255753104668866e-05,"Deniyaya, Matara",2020-03-20
0.0001205499327439,"Deniyaya, Matara",2020-03-21
0.0001706812737525,"Deniyaya, Matara",2020-03-22
0.0001902743112101,"Deniyaya, Matara",2020-03-23
0.0001626924924219,"Deniyaya, Matara",2020-03-24
0.0001398410212964,"Deniyaya, Matara",2020-03-25
0.0002149587402132,"Deniyaya, Matara",2020-03-26
0.0001548500985252,"Deniyaya, Matara",2020-03-27
0.0001659523665068,"Deniyaya, Matara",2020-03-28
0.0001050452628987,"Deniyaya, Matara",2020-03-29
0.0002204980965198,"Deniyaya, Matara",2020-03-30
0.0001623857386471,"Deniyaya, Matara",2020-03-31
0.0001385958375868,"Deniyaya, Matara",2020-04-01
0.0001188315780021,"Deniyaya, Matara",2020-04-02
0.0001931528322209,"Deniyaya, Matara",2020-04-03
0.00020976866604230002,"Deniyaya, Matara",2020-04-04
0.0002263844998637,"Deniyaya, Matara",2020-04-05
0.00016767661606220002,"Deniyaya, Matara",2020-04-06
0.0001089687322607,"Deniyaya, Matara",2020-04-07
0.0001147216354394,"Deniyaya, Matara",2020-04-08
0.0001323069220559,"Deniyaya, Matara",2020-04-09
9.85519800843023e-05,"Deniyaya, Matara",2020-04-10
6.881059950028768e-05,"Deniyaya, Matara",2020-04-11
3.27301412484459e-05,"Deniyaya, Matara",2020-04-12
3.621056330483745e-05,"Deniyaya, Matara",2020-04-13
0.0001241814675436,"Deniyaya, Matara",2020-04-14
6.521946258410748e-05,"Deniyaya, Matara",2020-04-15
3.5938187557702964e-05,"Deniyaya, Matara",2020-04-17
6.948048640131524e-05,"Deniyaya, Matara",2020-04-18
6.384248190519383e-05,"Deniyaya, Matara",2020-04-19
0.000138173020811,"Deniyaya, Matara",2020-04-20
0.0001303255564684,"Deniyaya, Matara",2020-04-21
6.690590973558723e-05,"Deniyaya, Matara",2020-04-22
2.923545704355583e-05,"Deniyaya, Matara",2020-04-24
5.498465108433718e-05,"Deniyaya, Matara",2020-04-25
8.073384512511853e-05,"Deniyaya, Matara",2020-04-26
0.0001121884341241,"Deniyaya, Matara",2020-04-27
0.0002022100508204,"Deniyaya, Matara",2020-04-28
9.111307020899032e-05,"Deniyaya, Matara",2020-04-29
0.0001920155304563,"Deniyaya, Matara",2020-04-30
0.0001749976495949,"Deniyaya, Matara",2020-05-01
0.00013608461257365109,"Deniyaya, Matara",2020-05-02
9.717157555240216e-05,"Deniyaya, Matara",2020-05-03
5.825853853115324e-05,"Deniyaya, Matara",2020-05-04
7.035602896503994e-05,"Deniyaya, Matara",2020-05-05
8.245351939892662e-05,"Deniyaya, Matara",2020-05-06
9.455100983281331e-05,"Deniyaya, Matara",2020-05-07
0.0001066485002667,"Deniyaya, Matara",2020-05-08
0.00010202023308582495,"Deniyaya, Matara",2020-05-09
9.739196590494989e-05,"Deniyaya, Matara",2020-05-10
9.276369872407483e-05,"Deniyaya, Matara",2020-05-11
8.813543154319978e-05,"Deniyaya, Matara",2020-05-12
0.000130520584253,"Deniyaya, Matara",2020-05-13
0.00012779879294350002,"Deniyaya, Matara",2020-05-14
0.000125077001634,"Deniyaya, Matara",2020-05-15
0.0001195734594601,"Deniyaya, Matara",2020-05-16
0.00011406991728620001,"Deniyaya, Matara",2020-05-17
0.0001085663751123,"Deniyaya, Matara",2020-05-18
9.461361502709675e-05,"Deniyaya, Matara",2020-05-19
8.066085494189349e-05,"Deniyaya, Matara",2020-05-20
0.0001064809700281,"Deniyaya, Matara",2020-05-21
7.593489886583798e-05,"Deniyaya, Matara",2020-05-22
4.538882770357599e-05,"Deniyaya, Matara",2020-05-23
5.450283041426242e-05,"Deniyaya, Matara",2020-05-24
0.0001145109528052812,"Deniyaya, Matara",2020-05-25
0.0001745190751963,"Deniyaya, Matara",2020-05-26
0.00015526113691282563,"Deniyaya, Matara",2020-05-27
0.00013600319862935127,"Deniyaya, Matara",2020-05-28
0.0001167452603458769,"Deniyaya, Matara",2020-05-29
9.748732206240254e-05,"Deniyaya, Matara",2020-05-30
9.112752099849167e-05,"Deniyaya, Matara",2020-05-31
8.765331116827676e-05,"Deniyaya, Matara",2020-06-01
0.0001365986811061,"Deniyaya, Matara",2020-06-02
4.755925841214103e-05,"Deniyaya, Matara",2020-06-03
0.0001642768098681,"Deniyaya, Matara",2020-06-04
2.940111799718637e-05,"Deniyaya, Matara",2020-06-05
2.8319960445666802e-05,"Deniyaya, Matara",2020-06-06
2.7238802894147237e-05,"Deniyaya, Matara",2020-06-07
2.6157645342627668e-05,"Deniyaya, Matara",2020-06-08
2.50764877911081e-05,"Deniyaya, Matara",2020-06-09
3.370831599671414e-05,"Deniyaya, Matara",2020-06-10
4.234014420232019e-05,"Deniyaya, Matara",2020-06-11
3.213263038324735e-05,"Deniyaya, Matara",2020-06-12
2.1925116564174516e-05,"Deniyaya, Matara",2020-06-13
9.755461637929395e-05,"Deniyaya, Matara",2020-06-14
5.990239896855989e-05,"Deniyaya, Matara",2020-06-15
9.169697642797325e-05,"Deniyaya, Matara",2020-06-16
0.00012349155388738663,"Deniyaya, Matara",2020-06-17
0.0001552861313468,"Deniyaya, Matara",2020-06-18
0.00014528973189005,"Deniyaya, Matara",2020-06-19
0.0001352933324333,"Deniyaya, Matara",2020-06-20
8.845812371219075e-05,"Deniyaya, Matara",2020-06-21
4.162291499108151e-05,"Deniyaya, Matara",2020-06-22
0.0002094515544984,"Deniyaya, Matara",2020-06-23
5.990897422030939e-05,"Deniyaya, Matara",2020-06-24
0.0001325404967452047,"Deniyaya, Matara",2020-06-25
0.0002051720192701,"Deniyaya, Matara",2020-06-26
0.0001124744363319,"Deniyaya, Matara",2020-06-27
8.457430556269476e-05,"Deniyaya, Matara",2020-06-28
5.667417479348952e-05,"Deniyaya, Matara",2020-06-29
5.128194815141277e-05,"Deniyaya, Matara",2020-06-30
4.5889721509336015e-05,"Deniyaya, Matara",2020-07-01
8.012221601086614e-05,"Deniyaya, Matara",2020-07-02
8.325785699754565e-05,"Deniyaya, Matara",2020-07-03
8.639349798422517e-05,"Deniyaya, Matara",2020-07-04
0.0001225770297818,"Deniyaya, Matara",2020-07-05
9.988646629188141e-05,"Deniyaya, Matara",2020-07-06
7.719590280196281e-05,"Deniyaya, Matara",2020-07-07
8.923430289960853e-05,"Deniyaya, Matara",2020-07-08
0.00010127270299725427,"Deniyaya, Matara",2020-07-09
0.0001133111030949,"Deniyaya, Matara",2020-07-10
7.76544011701306e-05,"Deniyaya, Matara",2020-07-11
4.19976992453612e-05,"Deniyaya, Matara",2020-07-12
0.0001579608688965,"Deniyaya, Matara",2020-07-13
