Date,Location,Precipitation,Temperature,Wind Speed,Elevation
2019-01-01,Colombo Proper,,27.5,14.4,5.0
2019-01-02,Colombo Proper,,25.8,16.6,5.0
2019-01-03,Colombo Proper,,27.1,16.0,5.0
2019-01-04,Colombo Proper,,27.1,16.9,5.0
2019-01-05,Colombo Proper,,27.2,16.8,5.0
2019-01-06,Colombo Proper,,27.4,16.0,5.0
2019-01-07,Colombo Proper,,27.1,12.0,5.0
2019-01-08,Colombo Proper,,27.6,13.7,5.0
2019-01-09,Colombo Proper,,28.3,10.2,5.0
2019-01-10,Colombo Proper,0.3,27.9,10.3,5.0
2019-01-11,Colombo Proper,9.6,27.7,13.4,5.0
2019-01-12,Colombo Proper,0.8,27.7,13.5,5.0
2019-01-13,Colombo Proper,7.6,28.0,13.0,5.0
2019-01-14,Colombo Proper,13.2,27.6,14.9,5.0
2019-01-15,Colombo Proper,1.5,27.5,13.7,5.0
2019-01-16,Colombo Proper,0.7,27.9,16.7,5.0
2019-01-17,Colombo Proper,,26.3,18.6,5.0
2019-01-18,Colombo Proper,,26.1,16.1,5.0
2019-01-19,Colombo Proper,,25.4,16.2,5.0
2019-01-20,Colombo Proper,,25.9,15.1,5.0
2019-01-21,Colombo Proper,,26.8,10.1,5.0
2019-01-22,Colombo Proper,,26.6,12.6,5.0
2019-01-23,Colombo Proper,,26.8,11.4,5.0
2019-01-24,Colombo Proper,,27.8,11.2,5.0
2019-01-25,Colombo Proper,0.1,28.1,10.3,5.0
2019-01-26,Colombo Proper,1.4,28.2,12.1,5.0
2019-01-27,Colombo Proper,0.5,27.6,10.9,5.0
2019-01-28,Colombo Proper,0.3,26.9,14.5,5.0
2019-01-29,Colombo Proper,,27.1,10.0,5.0
2019-01-30,Colombo Proper,,28.1,14.9,5.0
2019-01-31,Colombo Proper,,28.2,9.8,5.0
2019-02-01,Colombo Proper,,28.7,14.2,5.0
2019-02-02,Colombo Proper,0.1,28.0,11.4,5.0
2019-02-03,Colombo Proper,4.8,27.7,9.1,5.0
2019-02-04,Colombo Proper,26.3,26.9,7.3,5.0
2019-02-05,Colombo Proper,70.6,26.8,6.5,5.0
2019-02-06,Colombo Proper,2.3,26.6,7.6,5.0
2019-02-07,Colombo Proper,1.3,27.9,8.4,5.0
2019-02-08,Colombo Proper,17.2,26.2,13.8,5.0
2019-02-09,Colombo Proper,21.6,26.8,14.0,5.0
2019-02-10,Colombo Proper,36.6,27.6,12.0,5.0
2019-02-11,Colombo Proper,,27.9,10.7,5.0
2019-02-12,Colombo Proper,0.4,28.6,14.9,5.0
2019-02-13,Colombo Proper,0.3,29.3,14.7,5.0
2019-02-14,Colombo Proper,0.2,27.1,13.2,5.0
2019-02-15,Colombo Proper,12.4,28.0,8.0,5.0
2019-02-16,Colombo Proper,14.9,27.1,13.1,5.0
2019-02-17,Colombo Proper,7.7,28.2,11.4,5.0
2019-02-18,Colombo Proper,1.8,28.7,10.0,5.0
2019-02-19,Colombo Proper,1.3,28.7,9.4,5.0
2019-02-20,Colombo Proper,13.2,27.7,8.0,5.0
2019-02-21,Colombo Proper,,27.6,11.0,5.0
2019-02-22,Colombo Proper,,29.4,12.1,5.0
2019-02-23,Colombo Proper,0.1,27.7,10.5,5.0
2019-02-24,Colombo Proper,0.3,27.7,10.7,5.0
2019-02-25,Colombo Proper,1.3,28.6,7.2,5.0
2019-02-26,Colombo Proper,26.3,28.9,13.7,5.0
2019-02-27,Colombo Proper,10.4,28.4,15.4,5.0
2019-02-28,Colombo Proper,,28.1,14.6,5.0
2019-03-01,Colombo Proper,0.4,28.2,10.1,5.0
2019-03-02,Colombo Proper,0.6,28.4,12.9,5.0
2019-03-03,Colombo Proper,4.9,28.8,8.4,5.0
2019-03-04,Colombo Proper,0.3,27.8,12.2,5.0
2019-03-05,Colombo Proper,4.3,28.7,11.4,5.0
2019-03-06,Colombo Proper,0.3,29.1,11.9,5.0
2019-03-07,Colombo Proper,0.2,28.8,12.5,5.0
2019-03-08,Colombo Proper,,29.2,14.0,5.0
2019-03-09,Colombo Proper,5.2,28.5,11.5,5.0
2019-03-10,Colombo Proper,,28.7,11.7,5.0
2019-03-11,Colombo Proper,0.5,28.9,12.3,5.0
2019-03-12,Colombo Proper,0.9,28.6,9.3,5.0
2019-03-13,Colombo Proper,0.4,28.8,8.7,5.0
2019-03-14,Colombo Proper,,29.0,10.7,5.0
2019-03-15,Colombo Proper,0.3,29.2,13.1,5.0
2019-03-16,Colombo Proper,1.9,28.5,10.0,5.0
2019-03-17,Colombo Proper,0.3,27.1,11.0,5.0
2019-03-18,Colombo Proper,11.7,28.1,8.4,5.0
2019-03-19,Colombo Proper,23.1,28.4,9.2,5.0
2019-03-20,Colombo Proper,0.2,29.3,8.7,5.0
2019-03-21,Colombo Proper,7.9,28.4,9.7,5.0
2019-03-22,Colombo Proper,0.5,29.2,10.1,5.0
2019-03-23,Colombo Proper,1.5,27.4,9.7,5.0
2019-03-24,Colombo Proper,,29.1,11.0,5.0
2019-03-25,Colombo Proper,0.2,28.9,16.5,5.0
2019-03-26,Colombo Proper,0.5,28.6,13.0,5.0
2019-03-27,Colombo Proper,0.1,29.1,15.9,5.0
2019-03-28,Colombo Proper,,29.1,13.1,5.0
2019-03-29,Colombo Proper,,28.6,15.1,5.0
2019-03-30,Colombo Proper,0.7,29.0,12.7,5.0
2019-03-31,Colombo Proper,,29.3,15.4,5.0
2019-04-01,Colombo Proper,,29.7,16.4,5.0
2019-04-02,Colombo Proper,,29.3,14.2,5.0
2019-04-03,Colombo Proper,0.3,29.3,14.1,5.0
2019-04-04,Colombo Proper,,29.6,14.5,5.0
2019-04-05,Colombo Proper,0.6,30.3,14.5,5.0
2019-04-06,Colombo Proper,,29.3,14.9,5.0
2019-04-07,Colombo Proper,1.0,29.6,13.0,5.0
2019-04-08,Colombo Proper,0.2,29.6,13.8,5.0
2019-04-09,Colombo Proper,1.2,29.6,14.8,5.0
2019-04-10,Colombo Proper,3.7,30.5,13.7,5.0
2019-04-11,Colombo Proper,5.5,30.1,11.7,5.0
2019-04-12,Colombo Proper,1.0,30.2,11.0,5.0
2019-04-13,Colombo Proper,4.8,29.7,11.4,5.0
2019-04-14,Colombo Proper,1.6,29.4,9.8,5.0
2019-04-15,Colombo Proper,16.3,28.6,10.3,5.0
2019-04-16,Colombo Proper,4.3,27.3,12.1,5.0
2019-04-17,Colombo Proper,25.1,28.3,16.8,5.0
2019-04-18,Colombo Proper,25.1,27.9,13.0,5.0
2019-04-19,Colombo Proper,5.6,29.2,13.8,5.0
2019-04-20,Colombo Proper,23.6,27.5,12.0,5.0
2019-04-21,Colombo Proper,10.2,28.6,9.4,5.0
2019-04-22,Colombo Proper,10.2,28.0,13.6,5.0
2019-04-23,Colombo Proper,4.7,27.7,12.1,5.0
2019-04-24,Colombo Proper,21.8,29.5,6.0,5.0
2019-04-25,Colombo Proper,6.4,27.3,13.0,5.0
2019-04-26,Colombo Proper,52.1,28.8,8.4,5.0
2019-04-27,Colombo Proper,1.7,28.8,9.5,5.0
2019-04-28,Colombo Proper,5.7,30.0,12.9,5.0
2019-04-29,Colombo Proper,14.8,26.6,12.0,5.0
2019-04-30,Colombo Proper,10.9,28.5,16.8,5.0
2019-05-01,Colombo Proper,29.2,30.5,20.7,5.0
2019-05-02,Colombo Proper,1.0,29.6,14.1,5.0
2019-05-03,Colombo Proper,0.8,28.4,16.1,5.0
2019-05-04,Colombo Proper,0.5,30.2,14.7,5.0
2019-05-05,Colombo Proper,0.5,29.0,15.0,5.0
2019-05-06,Colombo Proper,,29.3,14.5,5.0
2019-05-07,Colombo Proper,2.6,30.1,14.1,5.0
2019-05-08,Colombo Proper,0.5,30.3,17.6,5.0
2019-05-09,Colombo Proper,,30.1,16.9,5.0
2019-05-10,Colombo Proper,1.5,30.5,18.6,5.0
2019-05-11,Colombo Proper,2.8,29.9,16.6,5.0
2019-05-12,Colombo Proper,10.4,29.5,14.0,5.0
2019-05-13,Colombo Proper,0.5,30.5,15.4,5.0
2019-05-14,Colombo Proper,8.4,30.0,13.6,5.0
2019-05-15,Colombo Proper,3.5,30.0,17.8,5.0
2019-05-16,Colombo Proper,4.2,30.2,16.0,5.0
2019-05-17,Colombo Proper,2.2,29.4,13.2,5.0
2019-05-18,Colombo Proper,3.1,29.6,15.7,5.0
2019-05-19,Colombo Proper,1.0,29.9,12.7,5.0
2019-05-20,Colombo Proper,1.3,29.9,14.2,5.0
2019-05-21,Colombo Proper,3.5,29.7,14.5,5.0
2019-05-22,Colombo Proper,42.2,27.1,15.6,5.0
2019-05-23,Colombo Proper,2.8,28.3,15.9,5.0
2019-05-24,Colombo Proper,41.4,27.6,14.1,5.0
2019-05-25,Colombo Proper,8.4,28.3,20.1,5.0
2019-05-26,Colombo Proper,0.8,29.1,13.9,5.0
2019-05-27,Colombo Proper,2.5,29.9,16.0,5.0
2019-05-28,Colombo Proper,4.3,30.4,15.0,5.0
2019-05-29,Colombo Proper,5.6,29.8,15.8,5.0
2019-05-30,Colombo Proper,7.5,29.5,16.6,5.0
2019-05-31,Colombo Proper,1.5,29.6,17.7,5.0
2019-06-01,Colombo Proper,0.6,29.9,15.6,5.0
2019-06-02,Colombo Proper,4.3,29.7,15.6,5.0
2019-06-03,Colombo Proper,3.0,28.1,18.4,5.0
2019-06-04,Colombo Proper,16.3,29.3,16.9,5.0
2019-06-05,Colombo Proper,2.8,29.6,19.4,5.0
2019-06-06,Colombo Proper,1.8,28.7,14.1,5.0
2019-06-07,Colombo Proper,9.7,29.0,18.0,5.0
2019-06-08,Colombo Proper,8.1,28.9,19.6,5.0
2019-06-09,Colombo Proper,2.0,27.6,22.2,5.0
2019-06-10,Colombo Proper,73.9,26.2,18.6,5.0
2019-06-11,Colombo Proper,7.1,28.1,17.7,5.0
2019-06-12,Colombo Proper,35.3,27.8,18.8,5.0
2019-06-13,Colombo Proper,20.5,27.0,16.2,5.0
2019-06-14,Colombo Proper,5.7,27.4,14.4,5.0
2019-06-15,Colombo Proper,22.4,29.1,14.5,5.0
2019-06-16,Colombo Proper,7.8,29.2,15.7,5.0
2019-06-17,Colombo Proper,4.6,29.7,17.0,5.0
2019-06-18,Colombo Proper,0.3,30.6,17.4,5.0
2019-06-19,Colombo Proper,5.6,30.4,20.5,5.0
2019-06-20,Colombo Proper,12.2,27.4,22.0,5.0
2019-06-21,Colombo Proper,7.1,28.8,20.5,5.0
2019-06-22,Colombo Proper,16.1,27.1,21.1,5.0
2019-06-23,Colombo Proper,7.1,28.8,21.3,5.0
2019-06-24,Colombo Proper,2.3,30.1,17.5,5.0
2019-06-25,Colombo Proper,3.8,29.9,16.8,5.0
2019-06-26,Colombo Proper,2.7,29.3,21.7,5.0
2019-06-27,Colombo Proper,3.7,30.1,19.5,5.0
2019-06-28,Colombo Proper,1.6,29.7,19.4,5.0
2019-06-29,Colombo Proper,2.5,29.6,21.0,5.0
2019-06-30,Colombo Proper,3.1,29.4,21.3,5.0
2019-07-01,Colombo Proper,2.3,29.7,20.6,5.0
2019-07-02,Colombo Proper,0.5,29.6,19.9,5.0
2019-07-03,Colombo Proper,1.0,29.4,18.5,5.0
2019-07-04,Colombo Proper,1.8,29.5,17.7,5.0
2019-07-05,Colombo Proper,1.5,29.3,19.0,5.0
2019-07-06,Colombo Proper,2.0,29.7,16.6,5.0
2019-07-07,Colombo Proper,2.3,29.9,16.2,5.0
2019-07-08,Colombo Proper,3.5,30.3,14.7,5.0
2019-07-09,Colombo Proper,7.1,27.1,14.0,5.0
2019-07-10,Colombo Proper,43.9,27.3,18.8,5.0
2019-07-11,Colombo Proper,3.6,28.1,13.9,5.0
2019-07-12,Colombo Proper,3.8,28.6,13.4,5.0
2019-07-13,Colombo Proper,50.0,26.4,13.7,5.0
2019-07-14,Colombo Proper,6.1,27.7,14.2,5.0
2019-07-15,Colombo Proper,17.5,28.4,20.5,5.0
2019-07-16,Colombo Proper,0.5,28.9,18.0,5.0
2019-07-17,Colombo Proper,0.3,28.9,22.0,5.0
2019-07-18,Colombo Proper,2.0,28.2,33.0,5.0
2019-07-19,Colombo Proper,4.0,28.4,27.1,5.0
2019-07-20,Colombo Proper,6.4,28.4,22.7,5.0
2019-07-21,Colombo Proper,15.1,28.4,18.0,5.0
2019-07-22,Colombo Proper,1.5,28.6,19.1,5.0
2019-07-23,Colombo Proper,0.5,28.5,18.1,5.0
2019-07-24,Colombo Proper,4.0,28.4,16.1,5.0
2019-07-25,Colombo Proper,0.8,28.3,16.4,5.0
2019-07-26,Colombo Proper,2.9,28.6,13.4,5.0
2019-07-27,Colombo Proper,1.8,28.6,15.5,5.0
2019-07-28,Colombo Proper,0.8,28.9,17.5,5.0
2019-07-29,Colombo Proper,1.0,28.9,16.1,5.0
2019-07-30,Colombo Proper,0.9,28.8,13.3,5.0
2019-07-31,Colombo Proper,0.3,28.9,16.5,5.0
2019-08-01,Colombo Proper,3.3,29.4,14.3,5.0
2019-08-02,Colombo Proper,6.1,29.3,16.0,5.0
2019-08-03,Colombo Proper,2.9,27.0,15.8,5.0
2019-08-04,Colombo Proper,2.2,26.7,13.7,5.0
2019-08-05,Colombo Proper,0.5,29.6,18.9,5.0
2019-08-06,Colombo Proper,1.0,29.9,15.5,5.0
2019-08-07,Colombo Proper,0.3,29.3,18.3,5.0
2019-08-08,Colombo Proper,31.2,27.3,20.3,5.0
2019-08-09,Colombo Proper,7.1,26.3,16.2,5.0
2019-08-10,Colombo Proper,51.6,26.3,25.2,5.0
2019-08-11,Colombo Proper,8.1,27.8,18.9,5.0
2019-08-12,Colombo Proper,6.5,27.5,26.8,5.0
2019-08-13,Colombo Proper,44.3,27.2,21.1,5.0
2019-08-14,Colombo Proper,4.1,28.2,18.7,5.0
2019-08-15,Colombo Proper,6.7,28.6,15.2,5.0
2019-08-16,Colombo Proper,18.5,28.5,18.9,5.0
2019-08-17,Colombo Proper,12.6,28.1,17.3,5.0
2019-08-18,Colombo Proper,0.8,28.4,17.7,5.0
2019-08-19,Colombo Proper,2.8,28.3,14.3,5.0
2019-08-20,Colombo Proper,3.0,28.6,12.8,5.0
2019-08-21,Colombo Proper,2.8,28.2,18.1,5.0
2019-08-22,Colombo Proper,21.6,26.8,18.8,5.0
2019-08-23,Colombo Proper,16.3,26.1,15.8,5.0
2019-08-24,Colombo Proper,21.6,27.1,18.5,5.0
2019-08-25,Colombo Proper,10.7,27.1,13.4,5.0
2019-08-26,Colombo Proper,51.3,26.8,16.0,5.0
2019-08-27,Colombo Proper,2.5,27.7,14.9,5.0
2019-08-28,Colombo Proper,20.3,28.1,14.7,5.0
2019-08-29,Colombo Proper,20.3,28.0,16.7,5.0
2019-08-30,Colombo Proper,2.0,27.9,16.5,5.0
2019-08-31,Colombo Proper,3.2,28.7,17.2,5.0
2019-09-01,Colombo Proper,10.9,27.4,17.8,5.0
2019-09-02,Colombo Proper,44.7,28.2,13.5,5.0
2019-09-03,Colombo Proper,1.0,28.9,14.8,5.0
2019-09-04,Colombo Proper,2.0,28.6,18.1,5.0
2019-09-05,Colombo Proper,3.3,28.5,12.9,5.0
2019-09-06,Colombo Proper,4.3,29.1,14.8,5.0
2019-09-07,Colombo Proper,1.0,29.3,16.1,5.0
2019-09-08,Colombo Proper,2.0,29.3,18.3,5.0
2019-09-09,Colombo Proper,1.8,29.3,18.1,5.0
2019-09-10,Colombo Proper,6.1,29.1,16.7,5.0
2019-09-11,Colombo Proper,1.8,26.9,15.9,5.0
2019-09-12,Colombo Proper,58.2,25.7,11.7,5.0
2019-09-13,Colombo Proper,1.0,27.1,14.0,5.0
2019-09-14,Colombo Proper,2.3,27.7,15.3,5.0
2019-09-15,Colombo Proper,27.2,26.4,13.6,5.0
2019-09-16,Colombo Proper,112.3,26.2,15.8,5.0
2019-09-17,Colombo Proper,2.3,28.1,14.5,5.0
2019-09-18,Colombo Proper,4.6,28.3,17.1,5.0
2019-09-19,Colombo Proper,6.6,27.5,17.8,5.0
2019-09-20,Colombo Proper,10.7,28.0,11.8,5.0
2019-09-21,Colombo Proper,0.5,27.4,12.6,5.0
2019-09-22,Colombo Proper,9.4,27.2,13.6,5.0
2019-09-23,Colombo Proper,5.8,25.9,12.5,5.0
2019-09-24,Colombo Proper,126.0,24.4,14.0,5.0
2019-09-25,Colombo Proper,88.9,24.9,11.0,5.0
2019-09-26,Colombo Proper,3.6,27.5,6.4,5.0
2019-09-27,Colombo Proper,1.2,27.4,8.6,5.0
2019-09-28,Colombo Proper,1.5,25.8,11.2,5.0
2019-09-29,Colombo Proper,33.8,26.5,7.4,5.0
2019-09-30,Colombo Proper,7.9,26.7,12.4,5.0
2019-10-01,Colombo Proper,11.4,26.6,14.5,5.0
2019-10-02,Colombo Proper,15.0,26.3,8.1,5.0
2019-10-03,Colombo Proper,23.4,26.6,11.8,5.0
2019-10-04,Colombo Proper,3.3,27.7,10.1,5.0
2019-10-05,Colombo Proper,0.3,27.2,13.2,5.0
2019-10-06,Colombo Proper,0.5,25.9,12.8,5.0
2019-10-07,Colombo Proper,24.1,26.4,14.8,5.0
2019-10-08,Colombo Proper,26.4,27.4,11.8,5.0
2019-10-09,Colombo Proper,13.2,28.1,12.7,5.0
2019-10-10,Colombo Proper,4.9,28.1,12.0,5.0
2019-10-11,Colombo Proper,1.8,26.4,10.3,5.0
2019-10-12,Colombo Proper,5.6,27.2,12.3,5.0
2019-10-13,Colombo Proper,2.8,27.5,9.7,5.0
2019-10-14,Colombo Proper,16.0,27.6,7.3,5.0
2019-10-15,Colombo Proper,2.5,26.9,16.6,5.0
2019-10-16,Colombo Proper,38.9,26.3,13.3,5.0
2019-10-17,Colombo Proper,3.6,27.6,11.8,5.0
2019-10-18,Colombo Proper,5.4,27.3,9.5,5.0
2019-10-19,Colombo Proper,5.1,26.9,9.4,5.0
2019-10-20,Colombo Proper,16.5,26.4,13.0,5.0
2019-10-21,Colombo Proper,33.0,25.7,15.3,5.0
2019-10-22,Colombo Proper,21.1,25.9,9.8,5.0
2019-10-23,Colombo Proper,1.8,27.0,10.3,5.0
2019-10-24,Colombo Proper,13.7,25.2,12.2,5.0
2019-10-25,Colombo Proper,5.3,27.0,10.4,5.0
2019-10-26,Colombo Proper,0.5,26.7,8.0,5.0
2019-10-27,Colombo Proper,0.3,26.2,14.0,5.0
2019-10-28,Colombo Proper,17.0,25.3,13.8,5.0
2019-10-29,Colombo Proper,4.3,26.1,19.6,5.0
2019-10-30,Colombo Proper,9.7,26.1,22.2,5.0
2019-10-31,Colombo Proper,8.9,26.9,11.9,5.0
2019-11-01,Colombo Proper,0.3,27.6,10.7,5.0
2019-11-02,Colombo Proper,5.3,26.2,6.9,5.0
2019-11-03,Colombo Proper,47.5,25.8,9.2,5.0
2019-11-04,Colombo Proper,24.4,27.4,8.4,5.0
2019-11-05,Colombo Proper,0.3,27.9,12.7,5.0
2019-11-06,Colombo Proper,0.5,28.6,13.3,5.0
2019-11-07,Colombo Proper,5.8,28.8,14.0,5.0
2019-11-08,Colombo Proper,21.1,28.1,13.8,5.0
2019-11-09,Colombo Proper,10.9,27.1,13.7,5.0
2019-11-10,Colombo Proper,6.1,27.4,13.5,5.0
2019-11-11,Colombo Proper,3.4,27.2,11.8,5.0
2019-11-12,Colombo Proper,2.0,27.4,8.7,5.0
2019-11-13,Colombo Proper,16.5,27.4,5.2,5.0
2019-11-14,Colombo Proper,18.3,28.4,8.0,5.0
2019-11-15,Colombo Proper,38.9,27.6,8.7,5.0
2019-11-16,Colombo Proper,4.6,26.5,10.1,5.0
2019-11-17,Colombo Proper,9.4,28.0,7.6,5.0
2019-11-18,Colombo Proper,6.1,27.2,9.7,5.0
2019-11-19,Colombo Proper,26.4,26.8,10.6,5.0
2019-11-20,Colombo Proper,22.1,27.2,7.4,5.0
2019-11-21,Colombo Proper,1.3,27.6,6.8,5.0
2019-11-22,Colombo Proper,5.1,26.9,8.1,5.0
2019-11-23,Colombo Proper,19.8,26.3,8.0,5.0
2019-11-24,Colombo Proper,25.1,27.3,5.6,5.0
2019-11-25,Colombo Proper,11.6,25.9,8.0,5.0
2019-11-26,Colombo Proper,18.5,26.9,7.0,5.0
2019-11-27,Colombo Proper,28.2,27.7,7.9,5.0
2019-11-28,Colombo Proper,1.5,28.3,8.4,5.0
2019-11-29,Colombo Proper,53.1,27.2,11.5,5.0
2019-11-30,Colombo Proper,33.3,25.6,13.0,5.0
2019-12-01,Colombo Proper,38.1,26.8,7.7,5.0
2019-12-02,Colombo Proper,0.3,27.6,10.8,5.0
2019-12-03,Colombo Proper,3.8,27.7,9.8,5.0
2019-12-04,Colombo Proper,27.6,26.3,8.8,5.0
2019-12-05,Colombo Proper,82.0,26.0,8.7,5.0
2019-12-06,Colombo Proper,10.7,28.0,13.0,5.0
2019-12-07,Colombo Proper,28.2,26.3,6.5,5.0
2019-12-08,Colombo Proper,5.1,27.3,10.4,5.0
2019-12-09,Colombo Proper,8.4,27.0,10.8,5.0
2019-12-10,Colombo Proper,8.5,27.5,7.1,5.0
2019-12-11,Colombo Proper,56.9,27.1,11.8,5.0
2019-12-12,Colombo Proper,2.2,28.0,7.4,5.0
2019-12-13,Colombo Proper,5.2,28.9,7.2,5.0
2019-12-14,Colombo Proper,1.0,27.1,7.9,5.0
2019-12-15,Colombo Proper,1.0,27.2,6.6,5.0
2019-12-16,Colombo Proper,,28.1,7.0,5.0
2019-12-17,Colombo Proper,4.5,27.4,7.8,5.0
2019-12-18,Colombo Proper,9.8,27.2,8.2,5.0
2019-12-19,Colombo Proper,1.0,26.9,6.9,5.0
2019-12-20,Colombo Proper,29.5,25.3,7.6,5.0
2019-12-21,Colombo Proper,1.5,27.6,6.4,5.0
2019-12-22,Colombo Proper,62.1,27.9,11.7,5.0
2019-12-23,Colombo Proper,16.7,27.5,14.7,5.0
2019-12-24,Colombo Proper,1.0,27.6,8.2,5.0
2019-12-25,Colombo Proper,59.4,27.7,8.3,5.0
2019-12-26,Colombo Proper,1.4,27.4,8.6,5.0
2019-12-27,Colombo Proper,0.1,28.1,9.9,5.0
2019-12-28,Colombo Proper,0.1,27.6,10.8,5.0
2019-12-29,Colombo Proper,,28.3,9.2,5.0
2019-12-30,Colombo Proper,0.3,28.1,7.9,5.0
2019-12-31,Colombo Proper,0.1,27.9,7.6,5.0
2020-01-01,Colombo Proper,1.1,27.7,6.5,5.0
2020-01-02,Colombo Proper,6.7,27.4,6.6,5.0
2020-01-03,Colombo Proper,112.3,28.2,8.7,5.0
2020-01-04,Colombo Proper,1.7,28.2,8.6,5.0
2020-01-05,Colombo Proper,1.8,28.1,7.5,5.0
2020-01-06,Colombo Proper,0.1,28.8,8.2,5.0
2020-01-07,Colombo Proper,,29.2,11.6,5.0
2020-01-08,Colombo Proper,0.1,28.7,10.4,5.0
2020-01-09,Colombo Proper,,27.8,11.9,5.0
2020-01-10,Colombo Proper,0.1,27.2,10.5,5.0
2020-01-11,Colombo Proper,,27.9,19.7,5.0
2020-01-12,Colombo Proper,0.4,28.4,17.2,5.0
2020-01-13,Colombo Proper,,28.3,17.1,5.0
2020-01-14,Colombo Proper,,27.3,16.9,5.0
2020-01-15,Colombo Proper,,26.9,11.3,5.0
2020-01-16,Colombo Proper,,27.7,12.7,5.0
2020-01-17,Colombo Proper,0.3,28.4,7.2,5.0
2020-01-18,Colombo Proper,0.6,28.5,8.8,5.0
2020-01-19,Colombo Proper,1.0,28.3,8.1,5.0
2020-01-20,Colombo Proper,0.5,28.6,9.3,5.0
2020-01-21,Colombo Proper,0.5,28.9,10.7,5.0
2020-01-22,Colombo Proper,1.6,28.7,14.9,5.0
2020-01-23,Colombo Proper,1.4,29.1,10.7,5.0
2020-01-24,Colombo Proper,0.4,28.8,13.6,5.0
2020-01-25,Colombo Proper,,28.2,14.8,5.0
2020-01-26,Colombo Proper,,28.2,11.6,5.0
2020-01-27,Colombo Proper,,27.6,13.2,5.0
2020-01-28,Colombo Proper,,27.2,16.3,5.0
2020-01-29,Colombo Proper,,27.8,12.8,5.0
2020-01-30,Colombo Proper,,27.9,13.3,5.0
2020-01-31,Colombo Proper,,27.9,16.6,5.0
2020-02-01,Colombo Proper,0.9,28.6,16.3,5.0
2020-02-02,Colombo Proper,1.1,28.3,11.2,5.0
2020-02-03,Colombo Proper,,28.2,12.0,5.0
2020-02-04,Colombo Proper,0.6,29.4,11.9,5.0
2020-02-05,Colombo Proper,0.6,29.1,10.8,5.0
2020-02-06,Colombo Proper,,28.4,14.1,5.0
2020-02-07,Colombo Proper,,27.7,14.5,5.0
2020-02-08,Colombo Proper,,27.8,15.2,5.0
2020-02-09,Colombo Proper,,27.9,13.6,5.0
2020-02-10,Colombo Proper,,28.7,10.0,5.0
2020-02-11,Colombo Proper,,28.5,10.7,5.0
2020-02-12,Colombo Proper,3.3,29.7,14.4,5.0
2020-02-13,Colombo Proper,2.2,29.9,14.9,5.0
2020-02-14,Colombo Proper,3.1,28.7,7.9,5.0
2020-02-15,Colombo Proper,4.7,28.8,11.9,5.0
2020-02-16,Colombo Proper,0.8,29.2,9.6,5.0
2020-02-17,Colombo Proper,,29.0,9.2,5.0
2020-02-18,Colombo Proper,,28.1,12.6,5.0
2020-02-19,Colombo Proper,,28.0,9.4,5.0
2020-02-20,Colombo Proper,,28.9,9.1,5.0
2020-02-21,Colombo Proper,1.1,29.7,9.4,5.0
2020-02-22,Colombo Proper,4.7,29.8,10.2,5.0
2020-02-23,Colombo Proper,,29.7,11.6,5.0
2020-02-24,Colombo Proper,0.3,28.9,13.0,5.0
2020-02-25,Colombo Proper,0.2,29.6,16.9,5.0
2020-02-26,Colombo Proper,0.9,29.6,17.7,5.0
2020-02-27,Colombo Proper,0.2,29.7,10.8,5.0
2020-02-28,Colombo Proper,0.4,28.8,13.4,5.0
2020-02-29,Colombo Proper,0.5,28.7,14.0,5.0
2020-03-01,Colombo Proper,,29.2,16.4,5.0
2020-03-02,Colombo Proper,,28.6,17.0,5.0
2020-03-03,Colombo Proper,,28.3,17.3,5.0
2020-03-04,Colombo Proper,,28.5,15.1,5.0
2020-03-05,Colombo Proper,0.5,28.9,11.3,5.0
2020-03-06,Colombo Proper,0.7,29.2,12.0,5.0
2020-03-07,Colombo Proper,1.2,29.2,14.3,5.0
2020-03-08,Colombo Proper,0.1,29.1,17.0,5.0
2020-03-09,Colombo Proper,0.1,29.6,18.1,5.0
2020-03-10,Colombo Proper,0.3,29.8,13.3,5.0
2020-03-11,Colombo Proper,0.3,28.9,15.5,5.0
2020-03-12,Colombo Proper,0.3,29.7,12.9,5.0
2020-03-13,Colombo Proper,0.4,28.6,14.8,5.0
2020-03-14,Colombo Proper,0.9,28.7,12.6,5.0
2020-03-15,Colombo Proper,1.6,29.3,10.4,5.0
2020-03-16,Colombo Proper,1.7,28.6,10.6,5.0
2020-03-17,Colombo Proper,4.3,29.0,10.5,5.0
2020-03-18,Colombo Proper,0.4,28.9,11.9,5.0
2020-03-19,Colombo Proper,14.5,29.1,15.0,5.0
2020-03-20,Colombo Proper,4.2,27.6,10.8,5.0
2020-03-21,Colombo Proper,6.1,29.0,10.4,5.0
2020-03-22,Colombo Proper,,29.1,12.3,5.0
2020-03-23,Colombo Proper,,29.5,13.8,5.0
2020-03-24,Colombo Proper,0.5,29.7,15.1,5.0
2020-03-25,Colombo Proper,1.1,30.3,13.4,5.0
2020-03-26,Colombo Proper,5.6,28.9,15.4,5.0
2020-03-27,Colombo Proper,,27.7,16.3,5.0
2020-03-28,Colombo Proper,0.1,29.7,14.9,5.0
2020-03-29,Colombo Proper,1.3,30.1,11.8,5.0
2020-03-30,Colombo Proper,0.3,29.0,9.5,5.0
2020-03-31,Colombo Proper,1.3,29.3,11.8,5.0
2020-04-01,Colombo Proper,9.1,28.6,15.3,5.0
