"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-02-21","0.0",",,S","27.8","H,,S",,,"23.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-02-22","0.0",",,S","28.8","H,,S","35.2",",,S","24.1",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-02-24","0.0",",,S","27.1","H,,S",,,"23.9",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-02-25","0.0",",,S","29.4","H,,S","34.1",",,S","24.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-02-27","0.0",",,S","26.9","H,,S",,,,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-02-28","0.0",",,S","27.1","H,,S",,,"21.9",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-03","0.3",",,S","28.8","H,,S","32.7",",,S","25.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-04","0.0",",,S","26.6","H,,S",,,"25.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-05","0.0",",,S","28.1","H,,S","35.0",",,S","21.9",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-09","0.0",",,S","28.6","H,,S","36.6",",,S","23.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-10","0.0",",,S","32.2","H,,S","37.2",",,S","22.7",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-12","0.0",",,S","26.4","H,,S","35.9",",,S","24.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-14","0.0",",,S","26.8","H,,S",,,"24.6",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-17","0.0",",,S","28.1","H,,S","34.8",",,S","23.9",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-21","0.0",",,S","29.8","H,,S","35.0",",,S","25.6",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-23","0.0",",,S","28.3","H,,S",,,"25.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-26","0.0",",,S","29.6","H,,S","36.9",",,S","24.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-27","0.3",",,S","26.6","H,,S",,,"24.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-30","31.8",",,S","27.3","H,,S","34.3",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-03-31","0.3",",,S","27.6","H,,S","35.1",",,S","22.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-01","5.1",",,S","27.4","H,,S","34.3",",,S","23.1",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-02","1.5",",,S","26.8","H,,S","33.7",",,S","23.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-03","4.8",",,S","26.9","H,,S","34.5",",,S","23.7",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-04","47.0",",,S","28.4","H,,S",,,"23.0",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-05","23.1",",,S","26.0","H,,S","32.9",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-06","5.8",",,S","26.7","H,,S","32.6",",,S","22.6",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-07","7.4",",,S","27.4","H,,S","34.0",",,S","22.7",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-08","63.5",",,S","25.2","H,,S","31.2",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-09","17.5",",,S","25.1","H,,S","31.7",",,S","21.9",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-10","23.9",",,S","25.1","H,,S","27.3",",O,S","22.9",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-11","0.0",",,S","27.3","H,,S","31.9",",,S","23.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-12","2.8",",,S","26.5","H,,S","31.7",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-13","15.5",",,S","26.8","H,,S","32.4",",,S","22.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-14","0.5",",,S","28.4","H,,S","34.0",",,S","23.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-15","0.0",",,S","29.4","H,,S","34.3",",,S","24.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-16","0.0",",,S","28.9","H,,S","34.0",",,S","24.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-17","0.0",",,S","27.9","H,,S","33.3",",,S","24.6",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-18","0.0",",,S","28.3","H,,S","33.0",",,S","24.1",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-19","0.0",",,S","28.8","H,,S","33.1",",,S","26.0",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-20","0.0",",,S","29.5","H,,S","34.2",",,S","25.1",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-21","0.0",",,S","28.7","H,,S","35.0",",,S","25.9",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-22","10.9",",,S","26.4","H,,S","33.1",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-23","30.5",",,S","26.2","H,,S","32.9",",,S","23.1",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-24","54.4",",,S","28.8","H,,S","33.7",",,S","23.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-25","0.0",",,S","27.6","H,,S","33.1",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-26","16.5",",,S","28.7","H,,S","34.4",",,S","24.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-27","0.0",",,S","28.4","H,,S","34.5",",,S","25.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-28","4.3",",,S","26.8","H,,S","32.6",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-29","0.3",",,S","28.0","H,,S","33.7",",,S","23.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-04-30","0.0",",,S","29.3","H,,S","33.7",",,S","24.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-01","0.0",",,S","29.4","H,,S","33.4",",,S","26.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-02","0.0",",,S","30.1","H,,S","34.1",",,S","26.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-03","0.0",",,S","29.7","H,,S","33.7",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-04","0.0",",,S","29.8","H,,S","34.1",",,S","26.1",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-05","0.0",",,S","28.4","H,,S","32.0",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-06","0.0",",,S","28.0","H,,S","31.4",",,S","25.7",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-07","0.0",",,S","29.4","H,,S","33.7",",,S","26.7",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-08","0.0",",,S","29.6","H,,S",,,"27.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-09","0.0",",,S","28.2","H,,S","32.8",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-10","2.3",",,S","28.3","H,,S","32.2",",,S","24.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-12",,,"27.9","H,,S","32.7",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-13","25.7",",,S","26.2","H,,S","29.7",",,S","24.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-14","11.9",",,S","25.9","H,,S","30.4",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-15","27.7",",,S","26.9","H,,S","31.8",",,S","24.0",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-16","1.3",",,S","26.8","H,,S","30.8",",,S","23.7",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-17","4.8",",,S","26.6","H,,S","29.5",",,S","25.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-18","1.5",",,S","26.9","H,,S","30.0",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-19","14.0",",,S","27.3","H,,S","31.5",",,S","24.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-20","17.5",",,S","27.7","H,,S","33.2",",,S","24.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-21","0.5",",,S","28.0","H,,S","31.1",",,S","25.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-22","3.8",",,S","27.9","H,,S","31.5",",,S","24.9",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-23","0.0",",,S","28.6","H,,S","31.9",",,S","25.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-24","0.3",",,S","26.2","H,,S","31.2",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-25","44.7",",,S","27.9","H,,S","31.6",",,S","23.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-26","2.8",",,S","26.6","H,,S",,,"25.0",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-27","11.9",",,S","27.1","H,,S","30.5",",,S","23.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-28","2.0",",,S","26.7","H,,S","31.4",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-29","19.8",",,S","26.1","H,,S","29.3",",,S","23.7",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-30","6.4",",,S","26.5","H,,S","30.7",",,S","23.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-05-31","20.8",",,S","24.8","H,,S","26.6",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-01","8.4",",,S","26.8","H,,S","30.6",",,S","23.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-02","1.3",",,S","27.6","H,,S","31.0",",,S","24.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-03","0.0",",,S","27.7","H,,S","31.4",",,S","25.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-04","0.0",",,S","27.9","H,,S","31.5",",,S","25.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-05","0.0",",,S","27.4","H,,S","31.7",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-06","1.8",",,S","26.7","H,,S",,,,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-07","3.3",",,S","27.2","H,,S","31.2",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-08","0.0",",,S","27.4","H,,S","31.9",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-09","2.0",",,S","27.2","H,,S","30.8",",,S","25.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-10","0.0",",,S","28.2","H,,S","32.1",",,S","24.9",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-11","9.9",",,S","26.6","H,,S","30.0",",,S","23.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-12","1.0",",,S","27.4","H,,S","30.9",",,S","25.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-13","0.0",",,S","28.2","H,,S","32.5",",,S","25.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-14","0.0",",,S","28.2","H,,S","32.7",",,S","25.6",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-15","0.0",",,S","26.8","H,,S","32.2",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-16","0.0",",,S","27.3","H,,S","30.8",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-17","0.0",",,S","27.2","H,,S","30.7",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-18","37.3",",,S","26.7","H,,S","31.5",",,S","22.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-19","0.8",",,S","27.4","H,,S","32.1",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-20","0.0",",,S","27.8","H,,S","31.5",",,S","24.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-21","0.0",",,S","28.2","H,,S","31.9",",,S","25.6",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-22","1.0",",,S","27.5","H,,S","31.4",",,S","24.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-23","0.0",",,S","28.1","H,,S","32.1",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-24","3.0",",,S","27.1","H,,S","30.5",",,S","25.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-25","5.6",",,S","28.2","H,,S","32.0",",,S","25.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-26","0.0",",,S","28.1","H,,S",,,"25.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-27","0.0",",,S","28.6","H,,S","32.5",",,S","25.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-28","0.0",",,S","28.1","H,,S","31.7",",,S","25.9",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-29","0.0",",,S","28.4","H,,S","32.3",",,S","25.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-06-30","0.5",",,S","26.8","H,,S","29.3",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-01","0.0",",,S","28.4","H,,S","33.2",",,S","24.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-02","0.0",",,S","28.7","H,,S","33.3",",,S","25.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-03","0.8",",,S","26.2","H,,S","28.4",",,S","25.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-04","0.3",",,S","28.0","H,,S","32.0",",,S","24.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-05","0.3",",,S","27.7","H,,S",,,"24.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-06","0.0",",,S","27.6","H,,S","31.8",",,S","26.0",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-07","0.0",",,S","27.1","H,,S","30.4",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-08","0.0",",,S","28.0","H,,S","32.6",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-09","0.0",",,S","27.5","H,,S","31.5",",,S","24.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-10","0.0",",,S","27.6","H,,S","30.8",",,S","25.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-11","0.0",",,S","26.8","H,,S","30.4",",,S","24.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-12","0.0",",,S","28.3","H,,S","32.0",",,S","25.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-16","0.8",",,S","28.3","H,,S","31.7",",,S","24.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-17","0.0",",,S","28.6","H,,S","33.0",",,S","26.1",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-18","0.0",",,S","29.1","H,,S","34.5",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-19","0.0",",,S","28.3","H,,S","35.7",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-20","16.5",",,S","27.6","H,,S","32.3",",,S","24.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-21","0.0",",,S","27.3","H,,S","32.1",",,S","24.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-22","0.5",",,S","26.6","H,,S","30.9",",,S","25.1",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-23","16.0",",,S","26.6","H,,S","30.1",",,S","24.6",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-24","0.3",",,S","26.6","H,,S","30.0",",,S","24.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-25","0.0",",,S","27.7","H,,S","33.5",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-26","0.0",",,S","27.7","H,,S","33.7",",,S","24.0",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-27","1.5",",,S","26.1","H,,S","31.4",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-28","4.8",",,S","26.1","H,,S",,,"22.9",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-29","0.8",",,S","26.3","H,,S",,,"23.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-30","66.3",",,S","26.7","H,,S","31.6",",,S","22.7",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-07-31","0.0",",,S","26.6","H,,S","31.0",",,S","24.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-01","23.4",",,S","24.6","H,,S","26.9",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-02","22.1",",,S","24.9","H,,S","28.3",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-03","16.3",",,S","25.1","H,,S","27.9",",,S","23.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-04","9.1",",,S","25.5","H,,S","28.5",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-05","10.9",",,S","26.2","H,,S","28.9",",,S","24.0",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-06","1.3",",,S","26.6","H,,S","29.6",",,S","24.1",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-07","0.5",",,S","26.7","H,,S","29.7",",,S","24.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-08","0.0",",,S","26.9","H,,S","30.2",",,S","24.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-09","0.0",",,S","26.9","H,,S","31.1",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-10","0.0",",,S","27.5","H,,S","31.2",",,S","23.7",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-11","0.0",",,S","28.4","H,,S","33.3",",,S","24.0",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-12","0.0",",,S","27.9","H,,S","31.6",",,S","26.1",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-13","0.0",",,S","27.6","H,,S","32.1",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-14","0.0",",,S","28.0","H,,S","32.6",",,S","25.0",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-15","0.0",",,S","28.4","H,,S","33.7",",,S","23.7",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-16","0.0",",,S","27.9","H,,S","32.9",",,S","25.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-17","0.0",",,S","27.7","H,,S","32.8",",,S","25.0",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-18","0.0",",,S","27.9","H,,S","32.5",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-19","0.0",",,S","27.9","H,,S","31.8",",,S","25.1",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-20","0.0",",,S","28.1","H,,S","32.5",",,S","25.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-21","0.3",",,S","27.8","H,,S","31.8",",,S","24.6",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-22","2.0",",,S","26.6","H,,S","30.4",",,S","24.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-23","1.3",",,S","26.9","H,,S","30.3",",,S","24.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-24","7.6",",,S","26.7","H,,S","30.0",",,S","24.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-25","0.0",",,S","26.8","H,,S","32.0",",,S","24.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-26","0.0",",,S","26.2","H,,S","30.3",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-27","43.7",",,S","25.9","H,,S","29.2",",,S","23.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-28","0.0",",,S","26.9","H,,S","30.7",",,S","24.0",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-29","6.6",",,S","25.6","H,,S","30.7",",,S","23.9",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-30","1.5",",,S","25.1","H,,S","31.4",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-08-31","97.8",",,S","23.9","H,,S","25.0",",,S","22.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-01","44.5",",,S","24.8","H,,S","27.7",",,S","23.0",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-02","6.9",",,S","26.2","H,,S","30.8",",,S","23.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-03","0.8",",,S","26.4","H,,S","30.2",",,S","23.7",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-04","0.8",",,S","26.4","H,,S","31.0",",,S","23.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-05","0.0",",,S","24.1","H,,S","27.1",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-06","138.9",",,S","25.8","H,,S","28.4",",,S","23.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-07","1.3",",,S","25.7","H,,S","28.8",",,S","23.9",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-08","2.5",",,S","26.3","H,,S","29.3",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-09","0.0",",,S","26.6","H,,S","31.0",",,S","24.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-10","0.0",",,S","27.6","H,,S","31.3",",,S","24.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-11","0.0",",,S","27.2","H,,S","31.0",",,S","24.2",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-12","0.0",",,S","27.2","H,,S","31.4",",,S","24.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-13","0.0",",,S","27.5","H,,S","32.6",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-15","0.0",",,S","27.6","H,,S",,,"23.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-20","0.0",",,S","27.5","H,,S",,,"24.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-21","0.0",",,S","27.6","H,,S",,,"24.0",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-22","0.0",",,S","27.9","H,,S","32.8",",,S","24.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-23","0.0",",,S","27.2","H,,S","32.9",",,S","24.3",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-24","0.0",",,S","28.0","H,,S","33.0",",,S","24.6",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-25","0.0",",,S","29.0","H,,S","34.7",",,S","24.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-26","2.5",",,S","27.6","H,,S","32.7",",,S","24.5",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-27","0.0",",,S","28.4","H,,S","34.3",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-28","0.0",",,S","26.8","H,,S","32.2",",,S","25.4",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-29","0.0",",,S","27.8","H,,S","32.2",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-09-30","5.1",",,S","26.4","H,,S","30.7",",,S",,
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-10-01","11.2",",,S","26.0","H,,S","29.7",",,S","23.8",",,S"
"CEM00043441","KURUNEGALA, CE","7.467","80.367","116.0","2022-10-02","5.6",",,S","27.1","H,,S","30.7",",,S","24.5",",,S"
