latitude,longitude,datetime,temp,precip,precipprob,precipcover,windspeed,winddir,sunrise,sunset
7.157,81.224,2022-02-13,21,21.007,100,16.67,6.1,307.8,2022-02-13T06:22:45,2022-02-13T18:16:01
7.157,81.224,2022-02-14,22.4,5.044,100,4.17,11.9,350.1,2022-02-14T06:22:33,2022-02-14T18:16:09
7.157,81.224,2022-02-15,22.4,0.133,100,4.17,12.6,331.7,2022-02-15T06:22:20,2022-02-15T18:16:17
7.157,81.224,2022-02-16,22.3,0,0,0,11.9,328.2,2022-02-16T06:22:06,2022-02-16T18:16:25
7.157,81.224,2022-02-17,22.6,0,0,0,11.2,326,2022-02-17T06:21:51,2022-02-17T18:16:31
7.157,81.224,2022-02-18,23,0.235,100,4.17,9,334.4,2022-02-18T06:21:36,2022-02-18T18:16:38
7.157,81.224,2022-02-19,22.7,7.449,100,8.33,6.8,338.8,2022-02-19T06:21:19,2022-02-19T18:16:43
7.157,81.224,2022-02-20,24.2,7.186,100,8.33,9.4,329.4,2022-02-20T06:21:02,2022-02-20T18:16:48
7.157,81.224,2022-02-21,24.6,1.094,100,4.17,11.5,339.5,2022-02-21T06:20:45,2022-02-21T18:16:52
7.157,81.224,2022-02-22,23.9,0,0,0,11.5,3.2,2022-02-22T06:20:26,2022-02-22T18:16:56
7.157,81.224,2022-02-23,23.4,0.547,100,8.33,12.2,34.1,2022-02-23T06:20:07,2022-02-23T18:16:59
7.157,81.224,2022-02-24,22.8,4.375,100,8.33,10,25.3,2022-02-24T06:19:47,2022-02-24T18:17:01
7.157,81.224,2022-02-25,22.9,1.329,100,12.5,10.4,350,2022-02-25T06:19:27,2022-02-25T18:17:04
7.157,81.224,2022-02-26,23.3,5.8,100,41.67,8.2,1.6,2022-02-26T06:19:06,2022-02-26T18:17:05
7.157,81.224,2022-02-27,23.8,10.321,100,8.33,13.3,358.2,2022-02-27T06:18:44,2022-02-27T18:17:06
7.157,81.224,2022-02-28,23.3,2.4,100,33.33,14.6,351.9,2022-02-28T06:18:22,2022-02-28T18:17:06
7.157,81.224,2022-03-01,23.6,0.7,100,16.67,11.2,342.5,2022-03-01T06:17:59,2022-03-01T18:17:07
7.157,81.224,2022-03-02,21.3,1.761,100,12.5,14.8,313.4,2022-03-02T06:17:35,2022-03-02T18:17:06
7.157,81.224,2022-03-03,22.9,10.178,100,16.67,13.3,330.4,2022-03-03T06:17:11,2022-03-03T18:17:05
7.157,81.224,2022-03-04,23.8,1.055,100,4.17,10.1,307.4,2022-03-04T06:16:47,2022-03-04T18:17:04
7.157,81.224,2022-03-05,23.7,1.145,100,12.5,10.8,330,2022-03-05T06:16:22,2022-03-05T18:17:02
7.157,81.224,2022-03-06,24.4,0.903,100,4.17,10.8,323.8,2022-03-06T06:15:56,2022-03-06T18:17:00
7.157,81.224,2022-03-07,24.6,2.3,100,8.33,9.7,58.5,2022-03-07T06:15:31,2022-03-07T18:16:57
7.157,81.224,2022-03-08,24.4,3.565,100,8.33,10.4,5.1,2022-03-08T06:15:04,2022-03-08T18:16:55
7.157,81.224,2022-03-09,23.6,0,0,0,10.4,347.1,2022-03-09T06:14:38,2022-03-09T18:16:51
7.157,81.224,2022-03-10,23.9,0,0,0,9,342.8,2022-03-10T06:14:10,2022-03-10T18:16:48
7.157,81.224,2022-03-11,24.6,0.3,100,12.5,14,356,2022-03-11T06:13:43,2022-03-11T18:16:44
7.157,81.224,2022-03-12,24.2,3.625,100,8.33,9,339,2022-03-12T06:13:15,2022-03-12T18:16:40
7.157,81.224,2022-03-13,24.6,0.203,100,4.17,10.8,339.9,2022-03-13T06:12:47,2022-03-13T18:16:35
7.157,81.224,2022-03-14,24.4,0.1,100,4.17,10.8,339,2022-03-14T06:12:19,2022-03-14T18:16:31
7.157,81.224,2022-03-15,24.4,0,0,0,5.8,330.6,2022-03-15T06:11:50,2022-03-15T18:16:26
7.157,81.224,2022-03-16,23.5,0.1,100,4.17,4,310,2022-03-16T06:11:21,2022-03-16T18:16:21
7.157,81.224,2022-03-17,25.4,0.482,100,8.33,7.6,123.6,2022-03-17T06:10:52,2022-03-17T18:16:15
7.157,81.224,2022-03-18,24,23.741,100,4.17,7.2,130.5,2022-03-18T06:10:23,2022-03-18T18:16:10
7.157,81.224,2022-03-19,25,8.252,100,4.17,10.8,194.7,2022-03-19T06:09:54,2022-03-19T18:16:04
7.157,81.224,2022-03-20,26,7.283,100,4.17,9.4,284.6,2022-03-20T06:09:24,2022-03-20T18:15:59
7.157,81.224,2022-03-21,26,1.2,100,12.5,9.4,206.4,2022-03-21T06:08:54,2022-03-21T18:15:53
7.157,81.224,2022-03-22,26.5,2.6,100,20.83,6.8,253.2,2022-03-22T06:08:25,2022-03-22T18:15:47
7.157,81.224,2022-03-23,25.8,4.7,100,12.5,11.5,129.8,2022-03-23T06:07:55,2022-03-23T18:15:41
7.157,81.224,2022-03-24,25.1,8,100,25,8.6,133.7,2022-03-24T06:07:25,2022-03-24T18:15:35
7.157,81.224,2022-03-25,24.7,6.3,100,41.67,6.1,143.2,2022-03-25T06:06:55,2022-03-25T18:15:28
7.157,81.224,2022-03-26,25,1.593,100,4.17,10.3,130.9,2022-03-26T06:06:25,2022-03-26T18:15:22
7.157,81.224,2022-03-27,25.5,2.541,100,8.33,13.7,129,2022-03-27T06:05:55,2022-03-27T18:15:16
7.157,81.224,2022-03-28,26.2,5.981,100,4.17,13.3,123.7,2022-03-28T06:05:25,2022-03-28T18:15:10
7.157,81.224,2022-03-29,26.4,2.2,100,29.17,7.2,142.9,2022-03-29T06:04:55,2022-03-29T18:15:04
7.157,81.224,2022-03-30,24.9,7.134,100,12.5,7.9,149.5,2022-03-30T06:04:25,2022-03-30T18:14:57
7.157,81.224,2022-03-31,25.4,0.434,100,8.33,9.4,105.5,2022-03-31T06:03:55,2022-03-31T18:14:51
7.157,81.224,2022-04-01,24.9,1.39,100,8.33,9,135.7,2022-04-01T06:03:26,2022-04-01T18:14:45
7.157,81.224,2022-04-02,24.5,10.138,100,12.5,7,199.3,2022-04-02T06:02:56,2022-04-02T18:14:39
7.157,81.224,2022-04-03,23.9,45.252,100,16.67,8.5,210.8,2022-04-03T06:02:27,2022-04-03T18:14:34
7.157,81.224,2022-04-04,23.9,10.484,100,12.5,9,130.7,2022-04-04T06:01:58,2022-04-04T18:14:28
7.157,81.224,2022-04-05,23.8,19.499,100,25,7.2,145.7,2022-04-05T06:01:29,2022-04-05T18:14:22
7.157,81.224,2022-04-06,23.7,4.346,100,20.83,7.9,156.5,2022-04-06T06:01:00,2022-04-06T18:14:17
7.157,81.224,2022-04-07,24.5,9.712,100,12.5,8.6,345.7,2022-04-07T06:00:31,2022-04-07T18:14:12
7.157,81.224,2022-04-08,24,36.765,100,20.83,7.2,264.8,2022-04-08T06:00:03,2022-04-08T18:14:07
7.157,81.224,2022-04-09,23.9,15.323,100,20.83,7.2,311.7,2022-04-09T05:59:35,2022-04-09T18:14:02
7.157,81.224,2022-04-10,23.9,7.78,100,29.17,5.4,293.9,2022-04-10T05:59:07,2022-04-10T18:13:57
7.157,81.224,2022-04-11,24.5,10.678,100,16.67,5.5,148.7,2022-04-11T05:58:40,2022-04-11T18:13:53
7.157,81.224,2022-04-12,24.2,28.697,100,25,6.2,226.8,2022-04-12T05:58:13,2022-04-12T18:13:49
7.157,81.224,2022-04-13,24.4,4.767,100,16.67,9.7,176.2,2022-04-13T05:57:46,2022-04-13T18:13:45
7.157,81.224,2022-04-14,24.7,13.065,100,12.5,6.6,187.9,2022-04-14T05:57:20,2022-04-14T18:13:41
7.157,81.224,2022-04-15,25.2,19.57,100,12.5,5.3,180.6,2022-04-15T05:56:54,2022-04-15T18:13:38
7.157,81.224,2022-04-16,25.6,9.429,100,16.67,5.5,174.8,2022-04-16T05:56:28,2022-04-16T18:13:35
7.157,81.224,2022-04-17,25,27.924,100,16.67,8,161.7,2022-04-17T05:56:03,2022-04-17T18:13:32
7.157,81.224,2022-04-18,25.2,0.721,100,8.33,7.8,2.9,2022-04-18T05:55:38,2022-04-18T18:13:30
7.157,81.224,2022-04-19,25.8,0.515,100,12.5,7.2,100.7,2022-04-19T05:55:14,2022-04-19T18:13:28
7.157,81.224,2022-04-20,25.9,0.054,100,4.17,8.8,53.5,2022-04-20T05:54:50,2022-04-20T18:13:26
7.157,81.224,2022-04-21,25.7,1.229,100,8.33,9.4,152.1,2022-04-21T05:54:27,2022-04-21T18:13:25
7.157,81.224,2022-04-22,24.6,11.793,100,12.5,8.3,153.8,2022-04-22T05:54:04,2022-04-22T18:13:24
7.157,81.224,2022-04-23,24.1,8.727,100,20.83,8.4,313.2,2022-04-23T05:53:42,2022-04-23T18:13:23
7.157,81.224,2022-04-24,24.8,0.59,100,4.17,8.1,4.1,2022-04-24T05:53:20,2022-04-24T18:13:23
7.157,81.224,2022-04-25,25.3,1.889,100,12.5,5.4,124.7,2022-04-25T05:52:59,2022-04-25T18:13:23
7.157,81.224,2022-04-26,25.2,1.922,100,12.5,6.1,126.6,2022-04-26T05:52:38,2022-04-26T18:13:24
7.157,81.224,2022-04-27,26.1,7.902,100,4.17,6.5,86.6,2022-04-27T05:52:18,2022-04-27T18:13:25
7.157,81.224,2022-04-28,25.4,46.327,100,20.83,6.1,157.2,2022-04-28T05:51:59,2022-04-28T18:13:26
7.157,81.224,2022-04-29,25.1,3.523,100,16.67,8.6,211.8,2022-04-29T05:51:40,2022-04-29T18:13:28
7.157,81.224,2022-04-30,25.9,7.85,100,12.5,6.1,250.2,2022-04-30T05:51:21,2022-04-30T18:13:30
7.157,81.224,2022-05-01,25.8,0.262,100,4.17,7.6,285.1,2022-05-01T05:51:04,2022-05-01T18:13:33
7.157,81.224,2022-05-02,26.3,1.3,100,8.33,7.9,336.9,2022-05-02T05:50:47,2022-05-02T18:13:36
7.157,81.224,2022-05-03,26.5,0.3,100,8.33,7.2,130.7,2022-05-03T05:50:30,2022-05-03T18:13:39
7.157,81.224,2022-05-04,26.2,23.693,100,12.5,6.5,325.8,2022-05-04T05:50:15,2022-05-04T18:13:43
7.157,81.224,2022-05-05,25.7,5.83,100,16.67,7.6,285.1,2022-05-05T05:50:00,2022-05-05T18:13:48
7.157,81.224,2022-05-06,26.2,0.2,100,8.33,10.4,279.7,2022-05-06T05:49:45,2022-05-06T18:13:53
7.157,81.224,2022-05-07,26.4,2,100,8.33,9.7,257.5,2022-05-07T05:49:32,2022-05-07T18:13:58
7.157,81.224,2022-05-08,25.9,0,0,0,6,228.4,2022-05-08T05:49:19,2022-05-08T18:14:04
7.157,81.224,2022-05-09,27.3,1.329,100,12.5,12.6,253.6,2022-05-09T05:49:07,2022-05-09T18:14:10
7.157,81.224,2022-05-10,26.8,4.367,100,33.33,11.9,279.8,2022-05-10T05:48:55,2022-05-10T18:14:16
7.157,81.224,2022-05-11,27.1,33.993,100,8.33,16.9,275,2022-05-11T05:48:44,2022-05-11T18:14:23
7.157,81.224,2022-05-12,26.4,3.988,100,25,12.2,255.7,2022-05-12T05:48:34,2022-05-12T18:14:31
7.157,81.224,2022-05-13,25.8,9.775,100,33.33,12.6,278.6,2022-05-13T05:48:25,2022-05-13T18:14:39
7.157,81.224,2022-05-14,25.6,8.424,100,33.33,15,268.3,2022-05-14T05:48:16,2022-05-14T18:14:47
7.157,81.224,2022-05-15,24.6,3.856,100,33.33,12.7,265.9,2022-05-15T05:48:08,2022-05-15T18:14:55
7.157,81.224,2022-05-16,26.2,2.625,100,33.33,11.3,271,2022-05-16T05:48:01,2022-05-16T18:15:05
7.157,81.224,2022-05-17,26.2,2.847,100,33.33,12.2,225.8,2022-05-17T05:47:54,2022-05-17T18:15:14
7.157,81.224,2022-05-18,26.3,4.472,100,33.33,20.1,228.3,2022-05-18T05:47:48,2022-05-18T18:15:24
7.157,81.224,2022-05-19,26.2,1.947,100,25,14.5,209.2,2022-05-19T05:47:43,2022-05-19T18:15:34
7.157,81.224,2022-05-20,26.6,0.481,100,20.83,13,271.6,2022-05-20T05:47:39,2022-05-20T18:15:45
7.157,81.224,2022-05-21,26.7,0.928,100,20.83,14.4,272.8,2022-05-21T05:47:35,2022-05-21T18:15:56
7.157,81.224,2022-05-22,26.7,0.016,100,4.17,16.2,281,2022-05-22T05:47:32,2022-05-22T18:16:07
7.157,81.224,2022-05-23,26.5,0.139,100,16.67,14.4,282.1,2022-05-23T05:47:30,2022-05-23T18:16:19
7.157,81.224,2022-05-24,25.7,1.591,100,25,6.6,228.3,2022-05-24T05:47:28,2022-05-24T18:16:31
7.157,81.224,2022-05-25,25.7,0.396,100,12.5,8.6,267.2,2022-05-25T05:47:28,2022-05-25T18:16:43
7.157,81.224,2022-05-26,25.2,3.855,100,8.33,11.9,202.2,2022-05-26T05:47:27,2022-05-26T18:16:56
7.157,81.224,2022-05-27,26,5.97,100,29.17,9.4,276.5,2022-05-27T05:47:28,2022-05-27T18:17:08
7.157,81.224,2022-05-28,26,0.37,100,8.33,13,285,2022-05-28T05:47:29,2022-05-28T18:17:22
7.157,81.224,2022-05-29,25.5,3.126,100,29.17,11.5,268.8,2022-05-29T05:47:31,2022-05-29T18:17:35
7.157,81.224,2022-05-30,25.9,1.491,100,25,8.6,258.4,2022-05-30T05:47:34,2022-05-30T18:17:48
7.157,81.224,2022-05-31,25.1,5.685,100,29.17,9.6,261.5,2022-05-31T05:47:37,2022-05-31T18:18:02
7.157,81.224,2022-06-01,25.5,0.256,100,16.67,13.7,291.5,2022-06-01T05:47:41,2022-06-01T18:18:16
7.157,81.224,2022-06-02,26,0.409,100,20.83,13.9,283.4,2022-06-02T05:47:45,2022-06-02T18:18:30
7.157,81.224,2022-06-03,26.2,0.282,100,12.5,8.6,237.4,2022-06-03T05:47:50,2022-06-03T18:18:45
7.157,81.224,2022-06-04,26.1,0.033,100,4.17,8.4,252.5,2022-06-04T05:47:56,2022-06-04T18:18:59
7.157,81.224,2022-06-05,26.2,1,100,25,11.9,239.3,2022-06-05T05:48:02,2022-06-05T18:19:14
7.157,81.224,2022-06-06,26.1,0.032,100,4.17,5.5,227.7,2022-06-06T05:48:09,2022-06-06T18:19:28
7.157,81.224,2022-06-07,25.2,0.094,100,8.33,6.7,248.9,2022-06-07T05:48:16,2022-06-07T18:19:43
7.157,81.224,2022-06-08,26.4,0,0,0,10.8,253.2,2022-06-08T05:48:24,2022-06-08T18:19:58
7.157,81.224,2022-06-09,26.2,9.682,100,12.5,7.9,274.5,2022-06-09T05:48:32,2022-06-09T18:20:12
7.157,81.224,2022-06-10,26.5,0.332,100,4.17,8.3,272.4,2022-06-10T05:48:41,2022-06-10T18:20:27
7.157,81.224,2022-06-11,26,0.094,100,4.17,8.3,260.3,2022-06-11T05:48:50,2022-06-11T18:20:42
7.157,81.224,2022-06-12,26.1,1.6,100,12.5,7.6,256,2022-06-12T05:49:00,2022-06-12T18:20:57
7.157,81.224,2022-06-13,26.2,1.018,100,8.33,8.9,250,2022-06-13T05:49:10,2022-06-13T18:21:11
7.157,81.224,2022-06-14,26.1,1.278,100,12.5,9.4,276.2,2022-06-14T05:49:21,2022-06-14T18:21:26
7.157,81.224,2022-06-15,25.8,4.533,100,16.67,17.3,283,2022-06-15T05:49:32,2022-06-15T18:21:40
7.157,81.224,2022-06-16,23.7,1.32,100,12.5,6.1,147,2022-06-16T05:49:43,2022-06-16T18:21:54
7.157,81.224,2022-06-17,24,2.896,100,20.83,6.1,199.9,2022-06-17T05:49:55,2022-06-17T18:22:08
7.157,81.224,2022-06-18,25.2,1.618,100,16.67,7.3,167.2,2022-06-18T05:50:07,2022-06-18T18:22:22
7.157,81.224,2022-06-19,25.7,14.546,100,8.33,6.4,209.5,2022-06-19T05:50:19,2022-06-19T18:22:36
7.157,81.224,2022-06-20,26,4.321,100,8.33,6.9,284.6,2022-06-20T05:50:32,2022-06-20T18:22:49
7.157,81.224,2022-06-21,25.6,0.378,100,4.17,9.7,279.4,2022-06-21T05:50:45,2022-06-21T18:23:03
7.157,81.224,2022-06-22,25.7,2.364,100,12.5,10.4,285.9,2022-06-22T05:50:58,2022-06-22T18:23:15
7.157,81.224,2022-06-23,26.5,0.1,100,4.17,7.5,279.8,2022-06-23T05:51:11,2022-06-23T18:23:28
7.157,81.224,2022-06-24,26.3,1.124,100,12.5,14,278.5,2022-06-24T05:51:24,2022-06-24T18:23:40
7.157,81.224,2022-06-25,26.5,0.037,100,4.17,20.2,286.3,2022-06-25T05:51:38,2022-06-25T18:23:52
7.157,81.224,2022-06-26,26.9,0.324,100,4.17,19.1,279.2,2022-06-26T05:51:52,2022-06-26T18:24:04
7.157,81.224,2022-06-27,26.3,0,0,0,18.7,276.4,2022-06-27T05:52:06,2022-06-27T18:24:15
7.157,81.224,2022-06-28,26.3,0,0,0,17.6,274.8,2022-06-28T05:52:20,2022-06-28T18:24:25
7.157,81.224,2022-06-29,26.6,0.06,100,4.17,10.1,276.8,2022-06-29T05:52:34,2022-06-29T18:24:35
7.157,81.224,2022-06-30,26.8,2.277,100,20.83,10.5,261.5,2022-06-30T05:52:48,2022-06-30T18:24:45
7.157,81.224,2022-07-01,27.3,5.467,100,4.17,14.8,275.7,2022-07-01T05:53:02,2022-07-01T18:24:55
7.157,81.224,2022-07-02,26.5,1.25,100,12.5,10.5,206.7,2022-07-02T05:53:16,2022-07-02T18:25:03
7.157,81.224,2022-07-03,25.9,8.835,100,25,13.7,287.4,2022-07-03T05:53:30,2022-07-03T18:25:11
7.157,81.224,2022-07-04,26.3,2.737,100,12.5,23.5,290.7,2022-07-04T05:53:44,2022-07-04T18:25:19
7.157,81.224,2022-07-05,26.1,6.901,100,16.67,23,274.9,2022-07-05T05:53:58,2022-07-05T18:25:26
7.157,81.224,2022-07-06,26.1,0.489,100,16.67,19.4,280.8,2022-07-06T05:54:11,2022-07-06T18:25:33
7.157,81.224,2022-07-07,26,0.819,100,16.67,15.1,281.4,2022-07-07T05:54:25,2022-07-07T18:25:39
7.157,81.224,2022-07-08,27.3,0,0,0,16.2,270.2,2022-07-08T05:54:39,2022-07-08T18:25:44
7.157,81.224,2022-07-09,26.1,0.935,100,16.67,19.4,275.6,2022-07-09T05:54:52,2022-07-09T18:25:49
7.157,81.224,2022-07-10,26,1.778,100,25,15.9,278.2,2022-07-10T05:55:05,2022-07-10T18:25:53
7.157,81.224,2022-07-11,24.9,8.921,100,20.83,16.2,259.1,2022-07-11T05:55:18,2022-07-11T18:25:56
7.157,81.224,2022-07-12,26.6,0.191,100,16.67,22,274.9,2022-07-12T05:55:31,2022-07-12T18:25:59
7.157,81.224,2022-07-13,27.3,0,0,0,23.4,279.7,2022-07-13T05:55:43,2022-07-13T18:26:01
7.157,81.224,2022-07-14,27.4,0,0,0,24.5,280.9,2022-07-14T05:55:56,2022-07-14T18:26:03
7.157,81.224,2022-07-15,27.7,0,0,0,20.9,277,2022-07-15T05:56:07,2022-07-15T18:26:03
7.157,81.224,2022-07-16,27.1,1.344,100,16.67,18,290.4,2022-07-16T05:56:19,2022-07-16T18:26:03
7.157,81.224,2022-07-17,26.8,0.593,100,12.5,7.8,314.3,2022-07-17T05:56:30,2022-07-17T18:26:02
7.157,81.224,2022-07-18,26.3,4.363,100,12.5,11.2,0.2,2022-07-18T05:56:42,2022-07-18T18:26:01
7.157,81.224,2022-07-19,26.3,33.292,100,16.67,12.2,60.8,2022-07-19T05:56:52,2022-07-19T18:25:59
7.157,81.224,2022-07-20,26,1.404,100,8.33,7.6,133.4,2022-07-20T05:57:03,2022-07-20T18:25:56
7.157,81.224,2022-07-21,25.2,15.41,100,20.83,8.3,216.8,2022-07-21T05:57:12,2022-07-21T18:25:52
7.157,81.224,2022-07-22,25.3,8.602,100,29.17,5.6,275.9,2022-07-22T05:57:22,2022-07-22T18:25:48
7.157,81.224,2022-07-23,25.9,3.492,100,25,11.5,278.1,2022-07-23T05:57:31,2022-07-23T18:25:42
7.157,81.224,2022-07-24,25.1,0,0,0,10.5,292.8,2022-07-24T05:57:40,2022-07-24T18:25:36
7.157,81.224,2022-07-25,25.8,24.739,100,16.67,10.1,345,2022-07-25T05:57:48,2022-07-25T18:25:30
7.157,81.224,2022-07-26,25.1,18.747,100,20.83,7.2,28.4,2022-07-26T05:57:56,2022-07-26T18:25:22
7.157,81.224,2022-07-27,24,5.92,100,16.67,7.6,338.1,2022-07-27T05:58:04,2022-07-27T18:25:14
7.157,81.224,2022-07-28,23.7,1.369,100,20.83,5.4,301.5,2022-07-28T05:58:11,2022-07-28T18:25:05
7.157,81.224,2022-07-29,24.2,1.364,100,16.67,5,64.9,2022-07-29T05:58:17,2022-07-29T18:24:55
7.157,81.224,2022-07-30,24.3,11.653,100,25,9.6,131.7,2022-07-30T05:58:24,2022-07-30T18:24:45
7.157,81.224,2022-07-31,24.4,7.309,100,20.83,7,228.7,2022-07-31T05:58:29,2022-07-31T18:24:33
7.157,81.224,2022-08-01,24.5,26.523,100,33.33,13.6,283.3,2022-08-01T05:58:35,2022-08-01T18:24:21
7.157,81.224,2022-08-02,24.1,5.112,100,33.33,11.9,281.9,2022-08-02T05:58:39,2022-08-02T18:24:09
7.157,81.224,2022-08-03,24,37.669,100,33.33,16.2,262.2,2022-08-03T05:58:44,2022-08-03T18:23:55
7.157,81.224,2022-08-04,24.5,13.449,100,29.17,17.4,274,2022-08-04T05:58:47,2022-08-04T18:23:41
7.157,81.224,2022-08-05,25,3.046,100,25,23.4,281.3,2022-08-05T05:58:51,2022-08-05T18:23:26
7.157,81.224,2022-08-06,25,1.731,100,25,18,275.4,2022-08-06T05:58:54,2022-08-06T18:23:10
7.157,81.224,2022-08-07,25.4,0.098,100,8.33,18.6,280.2,2022-08-07T05:58:56,2022-08-07T18:22:54
7.157,81.224,2022-08-08,25.1,0,0,0,19.1,276.5,2022-08-08T05:58:58,2022-08-08T18:22:36
7.157,81.224,2022-08-09,25.3,0.012,100,4.17,18,270.3,2022-08-09T05:58:59,2022-08-09T18:22:19
7.157,81.224,2022-08-10,25.8,0,0,0,17.3,285.3,2022-08-10T05:59:00,2022-08-10T18:22:00
7.157,81.224,2022-08-11,26.2,0,0,0,19.1,283.4,2022-08-11T05:59:01,2022-08-11T18:21:41
7.157,81.224,2022-08-12,26.5,0.05,100,4.17,16.2,290.5,2022-08-12T05:59:01,2022-08-12T18:21:21
7.157,81.224,2022-08-13,27,0.332,100,4.17,8.3,314.9,2022-08-13T05:59:01,2022-08-13T18:21:01
7.157,81.224,2022-08-14,26.6,2.327,100,4.17,15.8,41.6,2022-08-14T05:59:00,2022-08-14T18:20:39
7.157,81.224,2022-08-15,26.1,4.488,100,8.33,9.7,128.3,2022-08-15T05:58:59,2022-08-15T18:20:18
7.157,81.224,2022-08-16,25.9,3.735,100,12.5,8.6,160.5,2022-08-16T05:58:57,2022-08-16T18:19:55
7.157,81.224,2022-08-17,25.8,4.612,100,8.33,5.5,16.4,2022-08-17T05:58:55,2022-08-17T18:19:32
7.157,81.224,2022-08-18,25.4,2.945,100,8.33,8,229.5,2022-08-18T05:58:52,2022-08-18T18:19:09
7.157,81.224,2022-08-19,25.7,0.016,100,4.17,9.7,290.6,2022-08-19T05:58:49,2022-08-19T18:18:44
7.157,81.224,2022-08-20,26.3,0.755,100,8.33,7,285.4,2022-08-20T05:58:46,2022-08-20T18:18:20
7.157,81.224,2022-08-21,26.6,0,0,0,14,285.9,2022-08-21T05:58:42,2022-08-21T18:17:54
7.157,81.224,2022-08-22,25.7,7.826,100,33.33,14.4,275.4,2022-08-22T05:58:38,2022-08-22T18:17:29
7.157,81.224,2022-08-23,25.8,1.312,100,29.17,22.7,295.7,2022-08-23T05:58:33,2022-08-23T18:17:02
7.157,81.224,2022-08-24,24.8,1.44,100,25,9.6,273.2,2022-08-24T05:58:28,2022-08-24T18:16:36
7.157,81.224,2022-08-25,25.9,0.038,100,12.5,9.7,278.4,2022-08-25T05:58:23,2022-08-25T18:16:08
7.157,81.224,2022-08-26,25.4,10.334,100,12.5,5.4,224.8,2022-08-26T05:58:17,2022-08-26T18:15:41
7.157,81.224,2022-08-27,24.8,13.027,100,29.17,10.5,279.7,2022-08-27T05:58:11,2022-08-27T18:15:12
7.157,81.224,2022-08-28,25.7,0.332,100,4.17,8.7,277,2022-08-28T05:58:05,2022-08-28T18:14:44
7.157,81.224,2022-08-29,26.2,0.168,100,12.5,6.5,171.9,2022-08-29T05:57:58,2022-08-29T18:14:15
7.157,81.224,2022-08-30,24.1,49.354,100,29.17,7.2,70.2,2022-08-30T05:57:51,2022-08-30T18:13:45
7.157,81.224,2022-08-31,23.8,15.309,100,33.33,5.4,323.5,2022-08-31T05:57:44,2022-08-31T18:13:16
7.157,81.224,2022-09-01,23.2,5.296,100,33.33,9.6,332.6,2022-09-01T05:57:36,2022-09-01T18:12:45
7.157,81.224,2022-09-02,24.5,0.992,100,12.5,10.5,287.5,2022-09-02T05:57:29,2022-09-02T18:12:15
7.157,81.224,2022-09-03,24.5,1.064,100,20.83,8.5,249.6,2022-09-03T05:57:21,2022-09-03T18:11:44
7.157,81.224,2022-09-04,24.9,23.645,100,20.83,8,241.3,2022-09-04T05:57:13,2022-09-04T18:11:13
7.157,81.224,2022-09-05,24.7,32.319,100,25,10.2,220.1,2022-09-05T05:57:04,2022-09-05T18:10:42
7.157,81.224,2022-09-06,24,1.539,100,33.33,11.6,225.4,2022-09-06T05:56:55,2022-09-06T18:10:10
7.157,81.224,2022-09-07,25,1.06,100,29.17,13.3,280.9,2022-09-07T05:56:47,2022-09-07T18:09:38
7.157,81.224,2022-09-08,24.7,0,0,0,17.5,285.3,2022-09-08T05:56:38,2022-09-08T18:09:06
7.157,81.224,2022-09-09,25.9,0,0,0,14.9,268.3,2022-09-09T05:56:29,2022-09-09T18:08:34
7.157,81.224,2022-09-10,25.7,0,0,0,14.7,283.6,2022-09-10T05:56:19,2022-09-10T18:08:01
7.157,81.224,2022-09-11,25.9,0,0,0,15.8,295.7,2022-09-11T05:56:10,2022-09-11T18:07:29
7.157,81.224,2022-09-12,26.1,0,0,0,12.2,289.5,2022-09-12T05:56:01,2022-09-12T18:06:56
7.157,81.224,2022-09-13,26.1,0.007,100,4.17,8.6,284.9,2022-09-13T05:55:51,2022-09-13T18:06:23
7.157,81.224,2022-09-14,27.1,0.7,100,16.67,8.6,106.7,2022-09-14T05:55:41,2022-09-14T18:05:50
7.157,81.224,2022-09-15,25.8,0.652,100,8.33,11.9,236.9,2022-09-15T05:55:32,2022-09-15T18:05:17
7.157,81.224,2022-09-16,27.1,0.025,100,4.17,13.7,54.9,2022-09-16T05:55:22,2022-09-16T18:04:44
7.157,81.224,2022-09-17,27.4,0.1,100,4.17,9.7,349.4,2022-09-17T05:55:12,2022-09-17T18:04:11
7.157,81.224,2022-09-18,27.6,0.1,100,4.17,7.2,291.8,2022-09-18T05:55:03,2022-09-18T18:03:38
7.157,81.224,2022-09-19,27.6,0.402,100,8.33,13.7,282.6,2022-09-19T05:54:53,2022-09-19T18:03:05
7.157,81.224,2022-09-20,28.1,0,0,0,13,286.5,2022-09-20T05:54:43,2022-09-20T18:02:32
7.157,81.224,2022-09-21,27.4,0.048,100,4.17,9,246.9,2022-09-21T05:54:34,2022-09-21T18:01:59
7.157,81.224,2022-09-22,26.4,0.1,100,4.17,12.6,276.6,2022-09-22T05:54:24,2022-09-22T18:01:26
7.157,81.224,2022-09-23,26.9,0,0,0,18,283.7,2022-09-23T05:54:15,2022-09-23T18:00:53
7.157,81.224,2022-09-24,26.6,0,0,0,13.7,278.3,2022-09-24T05:54:06,2022-09-24T18:00:20
7.157,81.224,2022-09-25,26.2,2.955,100,12.5,7.9,35.2,2022-09-25T05:53:56,2022-09-25T17:59:47
7.157,81.224,2022-09-26,24.9,12.278,100,25,7.9,270.2,2022-09-26T05:53:47,2022-09-26T17:59:15
