latitude,longitude,datetime,temp,precip,precipprob,precipcover,windspeed,winddir,sunrise,sunset
7.157,81.224,2023-11-26,23.4,1.752,100,20.83,12.8,83.3,2023-11-26T05:59:38,2023-11-26T17:44:51
7.157,81.224,2023-11-27,23.5,8.197,100,33.33,5.4,85.6,2023-11-27T06:00:04,2023-11-27T17:45:04
7.157,81.224,2023-11-28,22.8,15.377,100,29.17,5,125,2023-11-28T06:00:30,2023-11-28T17:45:18
7.157,81.224,2023-11-29,23.3,13.699,100,29.17,7.2,0.2,2023-11-29T06:00:56,2023-11-29T17:45:33
7.157,81.224,2023-11-30,23.2,16.842,100,29.17,8.3,332.3,2023-11-30T06:01:23,2023-11-30T17:45:49
7.157,81.224,2023-12-01,22.7,6.478,100,33.33,9,309.6,2023-12-01T06:01:51,2023-12-01T17:46:06
7.157,81.224,2023-12-02,22.6,6.81,100,33.33,6.8,278.9,2023-12-02T06:02:18,2023-12-02T17:46:23
7.157,81.224,2023-12-03,24.4,4.158,100,20.83,7.8,269.4,2023-12-03T06:02:47,2023-12-03T17:46:42
7.157,81.224,2023-12-04,24.7,14.449,100,29.17,4.3,184.2,2023-12-04T06:03:15,2023-12-04T17:47:01
7.157,81.224,2023-12-05,24.6,8.721,100,20.83,5.3,182.9,2023-12-05T06:03:44,2023-12-05T17:47:21
7.157,81.224,2023-12-06,24.5,3.216,100,12.5,4.7,177.4,2023-12-06T06:04:13,2023-12-06T17:47:42
7.157,81.224,2023-12-07,24.8,24.999,100,12.5,7,134.4,2023-12-07T06:04:43,2023-12-07T17:48:03
7.157,81.224,2023-12-08,24.3,25.797,100,29.17,6.8,124.2,2023-12-08T06:05:13,2023-12-08T17:48:25
7.157,81.224,2023-12-09,23.5,7.994,100,29.17,5.4,16.4,2023-12-09T06:05:43,2023-12-09T17:48:48
7.157,81.224,2023-12-10,23.4,8.011,100,33.33,5.8,0.6,2023-12-10T06:06:13,2023-12-10T17:49:12
7.157,81.224,2023-12-11,23.6,1,100,20.83,7.6,345,2023-12-11T06:06:43,2023-12-11T17:49:36
7.157,81.224,2023-12-12,22.1,13.274,100,25,5,329.9,2023-12-12T06:07:13,2023-12-12T17:50:01
7.157,81.224,2023-12-13,23.2,9.503,100,20.83,10.1,338.5,2023-12-13T06:07:44,2023-12-13T17:50:27
7.157,81.224,2023-12-14,23.1,16.195,100,33.33,6.8,352.1,2023-12-14T06:08:15,2023-12-14T17:50:53
7.157,81.224,2023-12-15,22,31.771,100,33.33,12.4,1.5,2023-12-15T06:08:45,2023-12-15T17:51:20
7.157,81.224,2023-12-16,22.9,31.435,100,33.33,7.2,108.8,2023-12-16T06:09:16,2023-12-16T17:51:47
7.157,81.224,2023-12-17,23.6,2.67,100,29.17,9.4,108.6,2023-12-17T06:09:47,2023-12-17T17:52:15
7.157,81.224,2023-12-18,23,41.266,100,33.33,5.8,25,2023-12-18T06:10:17,2023-12-18T17:52:43
7.157,81.224,2023-12-19,23.2,16.345,100,33.33,7.9,9.7,2023-12-19T06:10:48,2023-12-19T17:53:12
7.157,81.224,2023-12-20,23.4,22.848,100,29.17,11.4,56.8,2023-12-20T06:11:18,2023-12-20T17:53:41
7.157,81.224,2023-12-21,23.8,1.103,100,16.67,9.6,90.9,2023-12-21T06:11:48,2023-12-21T17:54:10
7.157,81.224,2023-12-22,23.4,1,100,33.33,7.6,8.8,2023-12-22T06:12:18,2023-12-22T17:54:40
7.157,81.224,2023-12-23,23.5,0,0,0,9.7,347.6,2023-12-23T06:12:47,2023-12-23T17:55:10
7.157,81.224,2023-12-24,23.3,2.54,100,20.83,7.3,16.8,2023-12-24T06:13:17,2023-12-24T17:55:40
7.157,81.224,2023-12-25,24.3,1.6,100,50,10.8,42.5,2023-12-25T06:13:46,2023-12-25T17:56:11
7.157,81.224,2023-12-26,23.4,6.8,100,62.5,9,336.1,2023-12-26T06:14:15,2023-12-26T17:56:41
7.157,81.224,2023-12-27,22.9,24.206,100,33.33,12.5,12.4,2023-12-27T06:14:43,2023-12-27T17:57:12
7.157,81.224,2023-12-28,22.8,72.324,100,33.33,11.1,93.9,2023-12-28T06:15:11,2023-12-28T17:57:43
7.157,81.224,2023-12-29,22.6,51.567,100,33.33,8.5,85.5,2023-12-29T06:15:39,2023-12-29T17:58:14
7.157,81.224,2023-12-30,22.7,39.245,100,33.33,7,46,2023-12-30T06:16:06,2023-12-30T17:58:45
7.157,81.224,2023-12-31,22.6,20.264,100,25,13.2,26.6,2023-12-31T06:16:32,2023-12-31T17:59:17
